green_pearson,red_pearson,gap,n_green,n_amber,n_red,n_valid_pearson_cells,satisfies_constraints,T_GREEN_LO,CLIFF_GREEN_HI,N_GREEN_LO
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.05,0.3,500
0.4867432030339665,0.6840410109250812,-0.19729780789111467,31,17,37,50,False,0.1,0.01,30
0.4873437945834978,0.6840410109250812,-0.19669721634158338,22,21,37,50,False,0.1,0.01,50
0.4873437945834978,0.6840410109250812,-0.19669721634158338,22,21,37,50,False,0.1,0.01,100
0.4873437945834978,0.6840410109250812,-0.19669721634158338,22,21,37,50,False,0.1,0.01,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.1,0.01,500
0.5025165611813629,0.6840410109250812,-0.18152444974371829,33,15,37,50,False,0.1,0.05,30
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.05,50
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.05,100
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.05,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.1,0.05,500
0.5025165611813629,0.6840410109250812,-0.18152444974371829,33,15,37,50,False,0.1,0.1,30
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.1,50
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.1,100
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.1,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.1,0.1,500
0.5025165611813629,0.6840410109250812,-0.18152444974371829,33,15,37,50,False,0.1,0.2,30
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.2,50
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.2,100
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.2,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.1,0.2,500
0.5025165611813629,0.6840410109250812,-0.18152444974371829,33,15,37,50,False,0.1,0.3,30
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.3,50
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.3,100
0.49124544006045784,0.6840410109250812,-0.19279557086462334,23,20,37,50,False,0.1,0.3,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.1,0.3,500
0.49202979530656954,0.6840410109250812,-0.19201121561851164,30,18,37,50,False,0.2,0.01,30
0.49366595641038397,0.6840410109250812,-0.19037505451469722,21,22,37,50,False,0.2,0.01,50
0.49366595641038397,0.6840410109250812,-0.19037505451469722,21,22,37,50,False,0.2,0.01,100
0.49366595641038397,0.6840410109250812,-0.19037505451469722,21,22,37,50,False,0.2,0.01,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.2,0.01,500
0.5079957524762695,0.6840410109250812,-0.1760452584488117,32,16,37,50,False,0.2,0.05,30
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.05,50
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.05,100
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.05,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.2,0.05,500
0.5079957524762695,0.6840410109250812,-0.1760452584488117,32,16,37,50,False,0.2,0.1,30
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.1,50
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.1,100
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.1,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.2,0.1,500
0.5079957524762695,0.6840410109250812,-0.1760452584488117,32,16,37,50,False,0.2,0.2,30
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.2,50
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.2,100
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.2,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.2,0.2,500
0.5079957524762695,0.6840410109250812,-0.1760452584488117,32,16,37,50,False,0.2,0.3,30
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.3,50
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.3,100
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.2,0.3,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.2,0.3,500
0.49202979530656954,0.6840410109250812,-0.19201121561851164,30,18,37,50,False,0.3,0.01,30
0.49366595641038397,0.6840410109250812,-0.19037505451469722,21,22,37,50,False,0.3,0.01,50
0.49366595641038397,0.6840410109250812,-0.19037505451469722,21,22,37,50,False,0.3,0.01,100
0.49366595641038397,0.6840410109250812,-0.19037505451469722,21,22,37,50,False,0.3,0.01,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.3,0.01,500
0.49530102012376226,0.6840410109250812,-0.18873999080131892,31,17,37,50,False,0.3,0.05,30
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.05,50
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.05,100
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.05,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.3,0.05,500
0.49530102012376226,0.6840410109250812,-0.18873999080131892,31,17,37,50,False,0.3,0.1,30
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.1,50
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.1,100
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.1,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.3,0.1,500
0.49530102012376226,0.6840410109250812,-0.18873999080131892,31,17,37,50,False,0.3,0.2,30
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.2,50
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.2,100
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.2,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.3,0.2,500
0.49530102012376226,0.6840410109250812,-0.18873999080131892,31,17,37,50,False,0.3,0.3,30
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.3,50
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.3,100
0.4974575784168928,0.6840410109250812,-0.18658343250818837,22,21,37,50,False,0.3,0.3,200
0.44816998458322105,0.6840410109250812,-0.23587102634186013,15,28,37,50,False,0.3,0.3,500
