dataset,model,calibrator,aurc,risk_at_cov_0.50,risk_at_cov_0.55,risk_at_cov_0.60,risk_at_cov_0.65,risk_at_cov_0.70,risk_at_cov_0.75,risk_at_cov_0.80,risk_at_cov_0.85,risk_at_cov_0.90,risk_at_cov_0.95,risk_at_cov_1.00
cic_ids2017_v2,rf_5class_cw,raw,0.00037286945040208993,0.00029994001199760045,0.0002726776949645519,0.000249947927515101,0.00023072486060373004,0.0002499553651133726,0.0002332866759981337,0.0002499531337874149,0.00023525260248191495,0.0002499513983392118,0.00031573131265293233,0.0017996850551153549
cic_ids2017_v2,rf_5class_cw,temperature,0.0003735131108829199,0.00029994001199760045,0.0002726776949645519,0.000249947927515101,0.00023072486060373004,0.0002499553651133726,0.0002332866759981337,0.0002499531337874149,0.00023525260248191495,0.0002499513983392118,0.00031573131265293233,0.0017996850551153549
cic_ids2017_v2,rf_5class_cw,perclass_isotonic_renorm,0.00014753508023749987,0.00014997000599880023,0.00013633884748227596,0.0001249739637575505,0.00011536243030186502,0.00010712372790573112,9.998000399920016e-05,0.00018746485034056115,0.00017643945186143623,0.0002499513983392118,0.00031573131265293233,0.0016997025520533906
cic_ids2017_v2,rf_5class_cw,toplabel_isotonic,0.0003720809573729018,0.00029994001199760045,0.0002726776949645519,0.000249947927515101,0.00023072486060373004,0.0002499553651133726,0.0002666133439978671,0.0002499531337874149,0.00023525260248191495,0.0002499513983392118,0.000263109427210777,0.0017996850551153549
cic_ids2017_v2,rf_5class_cw,cctl,0.00019855382356564628,0.00014997000599880023,0.00013633884748227596,0.0001249739637575505,0.00011536243030186502,0.0001428316372076415,0.00013330667199893355,0.00015622070861713428,0.00014703287655119685,0.00013886188796622878,0.00028942036993185466,0.0017996850551153549
cic_ids2017_v2,rf_5class_cw,dirichlet,6.006257310859624e-05,4.999000199960008e-05,4.544628249409198e-05,4.16579879191835e-05,7.690828686791002e-05,7.141581860382075e-05,6.665333599946678e-05,6.248828344685372e-05,5.881315062047874e-05,0.00013886188796622878,0.00028942036993185466,0.0017496938035843727
cic_ids2017_v2,xgb_5class_cw,raw,3.2013724779179496e-05,0.0,0.0,0.0,0.0,0.0,3.332666799973339e-05,6.248828344685372e-05,5.881315062047874e-05,5.5544755186491516e-05,0.00018417659904754386,0.0009998250306196416
cic_ids2017_v2,xgb_5class_cw,temperature,3.782931709040394e-05,0.0,0.0,0.0,0.0,3.5707909301910375e-05,6.665333599946678e-05,6.248828344685372e-05,5.881315062047874e-05,8.331713277973727e-05,0.00015786565632646616,0.0009998250306196416
cic_ids2017_v2,xgb_5class_cw,perclass_isotonic_renorm,2.0307685218626838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.940657531023937e-05,5.5544755186491516e-05,0.0001315547136053885,0.0009248381533231685
cic_ids2017_v2,xgb_5class_cw,toplabel_isotonic,3.2747465342398624e-05,0.0,0.0,0.0,0.0,0.0,3.332666799973339e-05,6.248828344685372e-05,8.821972593071812e-05,0.00011108951037298303,0.00015786565632646616,0.0009998250306196416
cic_ids2017_v2,xgb_5class_cw,cctl,7.201784896734256e-05,4.999000199960008e-05,4.544628249409198e-05,8.3315975838367e-05,0.00011536243030186502,0.00010712372790573112,9.998000399920016e-05,9.373242517028058e-05,0.00011762630124095747,0.00011108951037298303,0.00015786565632646616,0.0009998250306196416
cic_ids2017_v2,xgb_5class_cw,dirichlet,1.8799214017693705e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5544755186491516e-05,0.00010524377088431078,0.0008998425275576774
cic_ids2017_v2,dnn_5class_cw,raw,0.1044080672513357,0.08728254349130174,0.08471187056898746,0.08239950010414497,0.08313785810421073,0.08602035350830209,0.09581417049923349,0.11244766606261326,0.12685996588837264,0.1431110617379954,0.16120714605204303,0.1773439648061589
cic_ids2017_v2,dnn_5class_cw,temperature,0.10103761759093259,0.08288342331533693,0.08098527540447191,0.08098312851489273,0.08133051336281484,0.083663631494376,0.09261481037125908,0.10838592763856778,0.12483091219196613,0.14222234565501152,0.1607861709685058,0.1773439648061589
cic_ids2017_v2,dnn_5class_cw,perclass_isotonic_renorm,0.005681499718756984,0.0005998800239952009,0.0005908016724231957,0.0010414496979795876,0.0011151701595846952,0.00289234065345474,0.004065853495967473,0.005998875210897957,0.00979238957830971,0.019357347182492293,0.033678006682979454,0.053915564776164174
cic_ids2017_v2,dnn_5class_cw,toplabel_isotonic,0.08101884307659614,0.07873425314937013,0.08066715142701326,0.08202457821287232,0.082907133243607,0.08598464559900018,0.09594747717123242,0.10997937886646254,0.12553666999941188,0.14308328936040215,0.16107559133843766,0.1773439648061589
cic_ids2017_v2,dnn_5class_cw,cctl,0.019634787947205305,0.0005498900219956009,0.0006816942374113798,0.0014580295771714226,0.0023072486060373007,0.0032137118371719335,0.009064853695927482,0.020277447978504032,0.043492324883844025,0.08703863137723221,0.1341331859920541,0.1773439648061589
cic_ids2017_v2,dnn_5class_cw,dirichlet,0.0061526555691901914,0.0011997600479904018,0.002226867842210507,0.002666111226827744,0.0030378773312824455,0.00385645420460632,0.004565753515963474,0.006873711179153909,0.009733576427689232,0.01982947760157747,0.02936301207672271,0.04644187267228235
cic_ids2017_v2,rf_5class_smote,raw,0.00039992689410990606,0.00029994001199760045,0.0002726776949645519,0.000249947927515101,0.00023072486060373004,0.00021424745581146223,0.0001999600079984003,0.0002499531337874149,0.0002646591777921543,0.00033326853111894907,0.0003683531980950877,0.0017246981778188818
cic_ids2017_v2,rf_5class_smote,temperature,0.00040156308666395386,0.00029994001199760045,0.0002726776949645519,0.000249947927515101,0.00023072486060373004,0.00021424745581146223,0.0002332866759981337,0.0002499531337874149,0.0002646591777921543,0.00033326853111894907,0.0003683531980950877,0.0017246981778188818
cic_ids2017_v2,rf_5class_smote,perclass_isotonic_renorm,9.142451422964999e-05,9.998000399920016e-05,9.089256498818396e-05,8.3315975838367e-05,7.690828686791002e-05,7.141581860382075e-05,6.665333599946678e-05,6.248828344685372e-05,5.881315062047874e-05,0.00016663426555947453,0.000263109427210777,0.0015747244232259354
cic_ids2017_v2,rf_5class_smote,toplabel_isotonic,0.0004263467589747163,0.00029994001199760045,0.0002726776949645519,0.000249947927515101,0.00023072486060373004,0.00021424745581146223,0.0002332866759981337,0.0002499531337874149,0.0002646591777921543,0.00033326853111894907,0.0003683531980950877,0.0017246981778188818
cic_ids2017_v2,rf_5class_smote,cctl,0.00019075606677511264,0.00014997000599880023,0.00018178512997636792,0.00020828993959591752,0.00019227071716977504,0.00017853954650955185,0.00016663333999866693,0.00015622070861713428,0.00014703287655119685,0.00013886188796622878,0.00021048754176862156,0.0017246981778188818
cic_ids2017_v2,rf_5class_smote,dirichlet,8.778650479980778e-05,4.999000199960008e-05,4.544628249409198e-05,4.16579879191835e-05,3.845414343395501e-05,3.5707909301910375e-05,6.665333599946678e-05,6.248828344685372e-05,8.821972593071812e-05,0.00013886188796622878,0.00028942036993185466,0.0016247156747569175
cic_ids2017_v2,xgb_5class_smote,raw,4.6573127841316576e-05,4.999000199960008e-05,4.544628249409198e-05,4.16579879191835e-05,3.845414343395501e-05,3.5707909301910375e-05,3.332666799973339e-05,3.124414172342686e-05,8.821972593071812e-05,8.331713277973727e-05,0.00015786565632646616,0.0011497987852125877
cic_ids2017_v2,xgb_5class_smote,temperature,5.933061884289267e-05,4.999000199960008e-05,4.544628249409198e-05,4.16579879191835e-05,3.845414343395501e-05,3.5707909301910375e-05,3.332666799973339e-05,9.373242517028058e-05,8.821972593071812e-05,8.331713277973727e-05,0.00018417659904754386,0.0011497987852125877
cic_ids2017_v2,xgb_5class_smote,perclass_isotonic_renorm,9.700925987886347e-05,9.998000399920016e-05,9.089256498818396e-05,8.3315975838367e-05,7.690828686791002e-05,7.141581860382075e-05,6.665333599946678e-05,6.248828344685372e-05,5.881315062047874e-05,5.5544755186491516e-05,0.00015786565632646616,0.0011997900367435698
cic_ids2017_v2,xgb_5class_smote,toplabel_isotonic,3.7854545309910034e-05,0.0,0.0,0.0,3.845414343395501e-05,3.5707909301910375e-05,3.332666799973339e-05,3.124414172342686e-05,2.940657531023937e-05,8.331713277973727e-05,0.00015786565632646616,0.0011497987852125877
