protocol,dataset,model,score,n,n_misclassified,ci_evaluable,pearson,auroc,pearson_lo,pearson_hi,n_boot_valid_pearson,auroc_lo,auroc_hi,n_boot_valid_auroc,delta_pearson_vs_c1,delta_pearson_lo,delta_pearson_hi,delta_auroc_vs_c1,delta_auroc_lo,delta_auroc_hi
strict,cic_ids2017_v2,rf_5class_cw,c3,1000,12,True,0.3592885734874592,0.8882000674763832,0.20801858142351756,0.47673381255025976,10000.0,0.7411034272268541,0.9864051757675965,10000.0,-0.06731419475790695,-0.3187173095073812,0.16502271486345596,0.15127361673414308,0.025225035994361766,0.30602516015354986
strict,cic_ids2017_v2,rf_5class_cw,scts,1000,12,True,0.2913782554993654,0.8722587719298246,0.16034339951839355,0.39146534933126526,10000.0,0.7022536617435708,0.987920073633289,10000.0,-0.13522451274600072,-0.3865166978461879,0.09966573796190807,0.13533232118758443,0.010206560333887647,0.2890539439622352
strict,cic_ids2017_v2,rf_5class_cw,scts_c1c2,1000,12,True,-0.015047556690383507,0.47060560053981104,-0.06921294721686747,0.0447450725123296,10000.0,0.3167996062750865,0.6493277814951088,10000.0,-0.4416503249357496,-0.6835156143318338,-0.18978692596523133,-0.2663208502024291,-0.4377514793063236,-0.10032770067726965
strict,cic_ids2017_v2,rf_5class_cw,scts_c1c3,1000,12,True,0.3984705399930888,0.8911099865047234,0.23495818829198456,0.5267528909919563,10000.0,0.7381314337138082,0.9938801839233631,10000.0,-0.028132228252277347,-0.280529507376309,0.20627935039942544,0.15418353576248323,0.03337541360955255,0.3039822557663194
strict,cic_ids2017_v2,rf_5class_smote,c1,1000,8,False,0.17827734534357897,0.8424269153225806,,,,,,,,,,,,
strict,cic_ids2017_v2,rf_5class_smote,c2,1000,8,False,-0.057962194369050646,0.30657762096774194,,,,,,,-0.23623953971262962,,,-0.5358492943548387,,
strict,cic_ids2017_v2,rf_5class_smote,c3,1000,8,False,0.2745818939485388,0.9808467741935484,,,,,,,0.09630454860495985,,,0.13841985887096775,,
strict,cic_ids2017_v2,rf_5class_smote,scts,1000,8,False,0.28511280200366507,0.9727822580645161,,,,,,,0.10683545666008609,,,0.1303553427419355,,
strict,cic_ids2017_v2,rf_5class_smote,scts_c1c2,1000,8,False,-0.04940701818183179,0.3800403225806452,,,,,,,-0.22768436352541077,,,-0.46238659274193544,,
strict,cic_ids2017_v2,rf_5class_smote,scts_c1c3,1000,8,False,0.3064978761824556,0.9850680443548387,,,,,,,0.12822053083887663,,,0.14264112903225812,,
strict,cic_ids2017_v2,xgb_5class_cw,c1,1000,5,False,0.21686006969308963,0.918391959798995,,,,,,,,,,,,
strict,cic_ids2017_v2,xgb_5class_cw,c2,1000,5,False,0.044353049602477185,0.6960804020100503,,,,,,,-0.17250702009061245,,,-0.22231155778894474,,
strict,cic_ids2017_v2,xgb_5class_cw,c3,1000,5,False,0.2626939130741578,0.9752763819095477,,,,,,,0.04583384338106816,,,0.05688442211055267,,
strict,cic_ids2017_v2,xgb_5class_cw,scts,1000,5,False,0.2684820534872427,0.9818090452261307,,,,,,,0.05162198379415306,,,0.06341708542713564,,
strict,cic_ids2017_v2,xgb_5class_cw,scts_c1c2,1000,5,False,0.05628595350736008,0.8368844221105528,,,,,,,-0.16057411618572956,,,-0.08150753768844221,,
strict,cic_ids2017_v2,xgb_5class_cw,scts_c1c3,1000,5,False,0.2745278505005038,0.9811055276381909,,,,,,,0.05766778080741419,,,0.0627135678391959,,
strict,cic_ids2017_v2,xgb_5class_smote,c1,1000,7,False,0.4611530882151311,0.9473457056538628,,,,,,,,,,,,
strict,cic_ids2017_v2,xgb_5class_smote,c2,1000,7,False,-0.015112195126872497,0.4463386563084448,,,,,,,-0.47626528334200363,,,-0.501007049345418,,
strict,cic_ids2017_v2,xgb_5class_smote,c3,1000,7,False,0.33638744988550473,0.9859013091641491,,,,,,,-0.1247656383296264,,,0.03855560351028631,,
strict,cic_ids2017_v2,xgb_5class_smote,scts,1000,7,False,0.34142309602597165,0.9896417781614156,,,,,,,-0.11972999218915947,,,0.04229607250755285,,
strict,cic_ids2017_v2,xgb_5class_smote,scts_c1c2,1000,7,False,0.031454842530665855,0.7306862321968062,,,,,,,-0.42969824568446524,,,-0.2166594734570566,,
strict,cic_ids2017_v2,xgb_5class_smote,scts_c1c3,1000,7,False,0.3512324125208426,0.9909365558912386,,,,,,,-0.10992067569428854,,,0.043590850237375856,,
strict,nsl_kdd_v2,dnn_5class_cw,c1,1000,372,True,0.21249921987430878,0.7367153790836244,0.15096014836638103,0.2724780301590271,10000.0,0.7055827376565347,0.7670972633020163,10000.0,,,,,,
strict,nsl_kdd_v2,dnn_5class_cw,c2,1000,372,True,-0.15251083222580147,0.41422248476131773,-0.21392745654486942,-0.09036755766732449,10000.0,0.37879456256551475,0.4500480295188661,10000.0,-0.3650100521001103,-0.45988244732787686,-0.2728263211538865,-0.32249289432230666,-0.3744555404589699,-0.27103216226054827
strict,nsl_kdd_v2,dnn_5class_cw,c3,1000,372,True,0.023534011005959345,0.5601970755427711,-0.03793571361724551,0.0834924166632743,10000.0,0.5251924894023564,0.593443726964731,10000.0,-0.18896520886834944,-0.24747032310739997,-0.12892832367473192,-0.1765183035408533,-0.20809418378252423,-0.14532034145309447
strict,nsl_kdd_v2,dnn_5class_cw,scts,1000,372,True,-0.00803967133023949,0.5244139956167386,-0.06971434023566171,0.052929536267402266,10000.0,0.4876001426553912,0.5605182055274615,10000.0,-0.22053889120454828,-0.2794144142713748,-0.16160034099735282,-0.21230138346688576,-0.24846121020931175,-0.1763213786952057
strict,nsl_kdd_v2,dnn_5class_cw,scts_c1c2,1000,372,True,-0.022984244743933468,0.5202490411615642,-0.0889262370209455,0.042592074976852606,10000.0,0.48275072232142857,0.5588174034161176,10000.0,-0.23548346461824224,-0.30401031063759243,-0.16874486232251237,-0.21646633792206016,-0.2594069139360951,-0.1736466797116981
strict,nsl_kdd_v2,dnn_5class_cw,scts_c1c3,1000,372,True,0.00526865304739163,0.6061656735840011,-0.0562912538767868,0.06593934769650284,10000.0,0.5697690860046123,0.6411075609012085,10000.0,-0.20723056682691715,-0.265466925425039,-0.14857195202394055,-0.1305497054996233,-0.15825152841945136,-0.10341847908457241
strict,nsl_kdd_v2,dnn_5class_smote,c1,1000,377,True,0.17639906596753666,0.728763874637567,0.11386204249869204,0.23755842526563314,10000.0,0.69984988783136,0.7581523899441126,10000.0,,,,,,
strict,nsl_kdd_v2,dnn_5class_smote,c2,1000,377,True,0.11015562517118586,0.56326664424301,0.04783310046517315,0.17172857705629502,10000.0,0.5274364169269949,0.5989295362454058,10000.0,-0.06624344079635079,-0.16154802986421474,0.02803136462300962,-0.165497230394557,-0.21680118830606976,-0.11488705340293202
strict,nsl_kdd_v2,dnn_5class_smote,c3,1000,377,True,0.21210209874600286,0.5500785537592977,0.1661233141719118,0.2552976726834516,10000.0,0.5179596744695574,0.5824081917631917,10000.0,0.035703032778466204,-0.040492657406575046,0.11125516305313275,-0.17868532087826927,-0.21359734030063976,-0.14402318864032063
strict,nsl_kdd_v2,dnn_5class_smote,scts,1000,377,True,0.1989431693646711,0.5947094362437253,0.15224558375778421,0.2432006584455054,10000.0,0.560622950784571,0.6293171438305604,10000.0,0.022544103397134446,-0.05110344165241723,0.09484230945402987,-0.13405443839384168,-0.16996054704838634,-0.09812081577097947
strict,nsl_kdd_v2,dnn_5class_smote,scts_c1c2,1000,377,True,0.18973049569669106,0.6499844595543937,0.12895134755780346,0.24967593914404157,10000.0,0.6151721413500463,0.684540515141212,10000.0,0.01333142972915441,-0.05732206754182596,0.08360759271846674,-0.07877941508317332,-0.12147887999999998,-0.03769271255690232
strict,nsl_kdd_v2,dnn_5class_smote,scts_c1c3,1000,377,True,0.2064331649977864,0.5998761022007826,0.16017956001499653,0.25029599447698664,10000.0,0.56588210875,0.6343745082517941,10000.0,0.030034099030249756,-0.04518812911177979,0.10414622495508714,-0.1288877724367844,-0.1602656865193241,-0.0986900863612849
strict,nsl_kdd_v2,rf_5class_cw,c1,1000,363,True,0.006338408402262989,0.7125428683870242,-0.05243111023604046,0.06633937843827682,10000.0,0.6811577149737721,0.74263975201668,10000.0,,,,,,
strict,nsl_kdd_v2,rf_5class_cw,c2,1000,363,True,0.08814504395804214,0.540087618009696,0.02369025844084587,0.15043084578062632,10000.0,0.5040514293798246,0.5748424978603032,10000.0,0.08180663555577915,-0.004583973560667977,0.1649014597325702,-0.17245525037732823,-0.21405251627192148,-0.13120572314783494
strict,nsl_kdd_v2,rf_5class_cw,c3,1000,363,True,0.004342356880601937,0.5025018271771519,-0.05750607205242324,0.06698265818798183,10000.0,0.49445126122074173,0.5101972783378935,10000.0,-0.0019960515216610516,-0.09741485243401467,0.09315381683601372,-0.21004104120987233,-0.243161504327366,-0.1763307380847719
strict,nsl_kdd_v2,rf_5class_cw,scts,1000,363,True,0.012993808982595044,0.6060173592641125,-0.04856413115921218,0.07163139623927912,10000.0,0.5692040414179012,0.6419694135642863,10000.0,0.0066554005803320555,-0.08886396414783121,0.09930592136301475,-0.1065255091229117,-0.14085149885118967,-0.07255824907992206
strict,nsl_kdd_v2,rf_5class_cw,scts_c1c2,1000,363,True,0.0812875232714929,0.6012212895329778,0.017849903061405627,0.14473204691987226,10000.0,0.5640033015410711,0.6377608266871788,10000.0,0.07494911486922991,0.016502645834765947,0.13212909744909432,-0.11132157885404637,-0.14262749471788336,-0.08112753194638632
strict,nsl_kdd_v2,rf_5class_cw,scts_c1c3,1000,363,True,0.008248885813126867,0.7177930294813412,-0.05362596686994499,0.06886072490506784,10000.0,0.6861432982661383,0.7481899722852968,10000.0,0.0019104774108638783,-0.09389570878320941,0.09589212908620688,0.005250161094316974,-0.009935740098423667,0.019820049955887216
strict,nsl_kdd_v2,rf_5class_smote,c1,1000,389,True,0.1689687912681658,0.8225526866067259,0.10672351934483251,0.2327383748738543,10000.0,0.795806149849185,0.8487335044607439,10000.0,,,,,,
strict,nsl_kdd_v2,rf_5class_smote,c2,1000,389,True,-0.15848752474588548,0.41344628679858125,-0.21871856048028065,-0.09600985169408142,10000.0,0.3796472590436584,0.44800154399462055,10000.0,-0.3274563160140513,-0.4118095707360068,-0.2430548277002893,-0.4091063998081446,-0.45054469870393854,-0.36674843481515507
strict,nsl_kdd_v2,rf_5class_smote,c3,1000,389,True,-0.022012544199318702,0.4951594377290379,-0.09096475851953016,0.03628258927996051,10000.0,0.4872027282641364,0.5022824217608749,10000.0,-0.1909813354674845,-0.28954498449259064,-0.09978467388020681,-0.32739324887768795,-0.35517344867966283,-0.29902186802980363
strict,nsl_kdd_v2,rf_5class_smote,scts,1000,389,True,-0.029711970229222655,0.5219687056912895,-0.0970742502764025,0.032259897036284034,10000.0,0.4851349234083883,0.5587263705224048,10000.0,-0.19868076149738845,-0.29557876887207674,-0.10571609663934074,-0.30058398091543637,-0.33787373779835445,-0.263914738723668
strict,nsl_kdd_v2,rf_5class_smote,scts_c1c2,1000,389,True,-0.05219062002100239,0.5331350266535958,-0.11703553949570675,0.012762166795192176,10000.0,0.49588366113561744,0.5702121790045005,10000.0,-0.2211594112891682,-0.28216785869167554,-0.16067617473611104,-0.28941765995313007,-0.3257380496014819,-0.2531322529159341
strict,nsl_kdd_v2,rf_5class_smote,scts_c1c3,1000,389,True,-0.025713925195736242,0.8081088358668624,-0.09408013017806519,0.03457042079975617,10000.0,0.7794682872899643,0.8360453686524347,10000.0,-0.19468271646390203,-0.2924901845459146,-0.10226723972900251,-0.014443850739863429,-0.028054025015934535,-0.002833580958794858
strict,nsl_kdd_v2,xgb_5class_cw,c1,1000,364,True,0.22675101804344752,0.7516371207408943,0.16536481120014151,0.28572218725244986,10000.0,0.7218488257247216,0.7807891033770947,10000.0,,,,,,
strict,nsl_kdd_v2,xgb_5class_cw,c2,1000,364,True,0.0565882403799631,0.5265330188679245,-0.005359343986607328,0.11795859727226553,10000.0,0.49175728522597906,0.5621620682336372,10000.0,-0.17016277766348442,-0.25760594080585136,-0.08115251805913333,-0.2251041018729698,-0.2682429095527021,-0.18147530772978018
strict,nsl_kdd_v2,xgb_5class_cw,c3,1000,364,True,0.08003247772311647,0.5583920796184947,0.038564841779234554,0.10888925320552759,10000.0,0.5282202897276317,0.5879428820215505,10000.0,-0.14671854032033105,-0.21541190683953587,-0.0796186239371726,-0.1932450411223996,-0.2187151004622204,-0.16850244195075958
strict,nsl_kdd_v2,xgb_5class_cw,scts,1000,364,True,0.12047096666192612,0.6533472423802612,0.06255303148172509,0.17462131811185588,10000.0,0.6149698728308383,0.6915127537353991,10000.0,-0.1062800513815214,-0.17722836803153008,-0.03378577161962649,-0.09828987836063308,-0.12195529704117351,-0.07531977717150616
strict,nsl_kdd_v2,xgb_5class_cw,scts_c1c2,1000,364,True,0.17620157364799277,0.6494747390973806,0.11383798535603422,0.23590270900028512,10000.0,0.6136820411631343,0.6847837524901451,10000.0,-0.05054944439545475,-0.10553319989203948,0.005866760156884294,-0.10216238164351366,-0.13343336710297488,-0.07100810520148418
strict,nsl_kdd_v2,xgb_5class_cw,scts_c1c3,1000,364,True,0.11793987746771713,0.7058992501209482,0.06753157378117193,0.16200308973505045,10000.0,0.6685286612710617,0.7419351050151949,10000.0,-0.1088111405757304,-0.17724280320391164,-0.0405266912526408,-0.04573787061994605,-0.06197588371992421,-0.030648771205148584
strict,nsl_kdd_v2,xgb_5class_smote,c1,1000,362,True,0.2368909727237321,0.6720933857531305,0.17336626579163014,0.2988646903725253,10000.0,0.6444430264963366,0.6999996880565456,10000.0,,,,,,
strict,nsl_kdd_v2,xgb_5class_smote,c2,1000,362,True,0.12115496653659873,0.5740790453592892,0.05819859532138066,0.18579650074688778,10000.0,0.539223970692467,0.6100360597374882,10000.0,-0.11573600618713338,-0.21566452589307833,-0.015158717528630052,-0.09801434039384127,-0.1472273038734033,-0.04798674792337446
strict,nsl_kdd_v2,xgb_5class_smote,c3,1000,362,True,0.10169123680370765,0.5159012972167859,0.06393793727708395,0.1304589167031925,10000.0,0.5086368763134261,0.5234065523757707,10000.0,-0.13519973592002446,-0.20542838694327664,-0.06679296878443107,-0.1561920885363446,-0.18481964764007164,-0.12809236510896896
strict,nsl_kdd_v2,xgb_5class_smote,scts,1000,362,True,0.10565280320703264,0.6769146504096019,0.07243768717986573,0.13188309399429834,10000.0,0.6436650136337524,0.7103929391418823,10000.0,-0.13123816951669948,-0.20002041740832935,-0.0633444505345551,0.004821264656471369,-0.03092483351109415,0.04014401146823794
strict,nsl_kdd_v2,xgb_5class_smote,scts_c1c2,1000,362,True,0.26423591262618307,0.6663173937892932,0.20431267109643117,0.3229008475771567,10000.0,0.6327006381905175,0.7004903657411718,10000.0,0.02734493990245096,-0.03448337790139389,0.09182481420183558,-0.005775991963837268,-0.04155049170114154,0.03020369271255217
strict,nsl_kdd_v2,xgb_5class_smote,scts_c1c3,1000,362,True,0.10179316973844174,0.6770510400249398,0.06405310666484418,0.13053959661998532,10000.0,0.6492920573285407,0.7046184880583182,10000.0,-0.13509780298529037,-0.2052611247007347,-0.0667225991183001,0.004957654271809275,-0.001958299013299028,0.01082236274168103
strict,unsw_nb15_v2,dnn_5class_cw,c1,1000,429,True,0.5549075353941822,0.8090782539118792,0.5096225003488091,0.5980873118780112,10000.0,0.781548767291484,0.8354114338962502,10000.0,,,,,,
strict,unsw_nb15_v2,dnn_5class_cw,c2,1000,429,True,-0.16786609359050644,0.4052861907502888,-0.2269323189902582,-0.10742346442186566,10000.0,0.37186577811746785,0.43895030053321,10000.0,-0.7227736289846887,-0.7975443784038441,-0.6459885171231675,-0.40379206316159033,-0.44664219231614755,-0.3594844652628689
strict,unsw_nb15_v2,dnn_5class_cw,c3,1000,429,True,0.552190132341318,0.8127360088831193,0.5060554659686967,0.597219136422161,10000.0,0.7857924500603637,0.8384623710889633,10000.0,-0.0027174030528642756,-0.02342222906521823,0.014542193046599516,0.0036577549712401014,-0.0033887864158912567,0.010853163845847523
strict,unsw_nb15_v2,dnn_5class_cw,scts,1000,429,True,0.4374121160899684,0.7602353863299572,0.38353571182951035,0.48981362270770706,10000.0,0.729660386564573,0.7896837839027099,10000.0,-0.11749541930421387,-0.15348915105893238,-0.08348311490735683,-0.04884286758192191,-0.06463234164106468,-0.033039909546293204
strict,unsw_nb15_v2,dnn_5class_cw,scts_c1c2,1000,429,True,0.30352277685198237,0.681332386236064,0.24777632055012802,0.35642935057160685,10000.0,0.6475124373221862,0.7135632280296019,10000.0,-0.2513847585421999,-0.2940969704779734,-0.20925193592132627,-0.1277458676758152,-0.1542386919298496,-0.10160839533773722
strict,unsw_nb15_v2,dnn_5class_cw,scts_c1c3,1000,429,True,0.5448807176924182,0.8113031160316625,0.4978040218569016,0.590581921054209,10000.0,0.784047532260452,0.8372496626458367,10000.0,-0.010026817701764057,-0.03235143276738021,0.008361359413011206,0.002224862119783344,-0.0030687193785922467,0.007566344347539963
strict,unsw_nb15_v2,dnn_5class_smote,c1,1000,404,True,0.5774372981072504,0.8263152867300153,0.5340113979814295,0.6196012289681521,10000.0,0.80066504926641,0.8511168774859917,10000.0,,,,,,
strict,unsw_nb15_v2,dnn_5class_smote,c2,1000,404,True,-0.06231942882275249,0.46210088710213304,-0.12491879925187536,-6.458225826638736e-05,10000.0,0.42662713775743527,0.4971411172132073,10000.0,-0.6397567269300029,-0.7205713927567439,-0.5608547719448945,-0.36421439962788227,-0.41096783079703586,-0.31743243127016935
strict,unsw_nb15_v2,dnn_5class_smote,c3,1000,404,True,0.5526483090967025,0.8303562529071699,0.5048251326156298,0.6001451727575076,10000.0,0.8049321664629686,0.8551218271538401,10000.0,-0.024788989010547935,-0.045506372199164806,-0.005293767093296852,0.004040966177154548,-0.0014211684331677714,0.009537258078491411
strict,unsw_nb15_v2,dnn_5class_smote,scts,1000,404,True,0.48285013715161434,0.8020154993687288,0.43193899759474863,0.5331320688468026,10000.0,0.7748534488591372,0.8286784077883113,10000.0,-0.09458716095563607,-0.12679226953409975,-0.06270602253412161,-0.024299787361286462,-0.04038803337110744,-0.008278116406311226
strict,unsw_nb15_v2,dnn_5class_smote,scts_c1c2,1000,404,True,0.3720188300805589,0.7211712572263937,0.32186854611014404,0.4214170119100244,10000.0,0.6894000386122616,0.7523550405042168,10000.0,-0.2054184680266915,-0.25175203024857357,-0.16048784842224859,-0.10514402950362156,-0.1351964227509938,-0.07548975111450856
strict,unsw_nb15_v2,dnn_5class_smote,scts_c1c3,1000,404,True,0.5529669471709701,0.8265769320220613,0.5053454825642453,0.6002973377979735,10000.0,0.800767670120257,0.8515753789143269,10000.0,-0.02447035093628036,-0.04322489378589983,-0.007097011610607366,0.00026164529204597553,-0.003746620848683904,0.003901246890611079
strict,unsw_nb15_v2,rf_5class_cw,c1,1000,411,True,0.6028014470666035,0.8367165264231924,0.5601078691859472,0.6442249594807339,10000.0,0.8115160527036169,0.8604684392540027,10000.0,,,,,,
strict,unsw_nb15_v2,rf_5class_cw,c2,1000,411,True,-0.0070343592555550125,0.46844212013433634,-0.0677672574887782,0.05046607342957185,10000.0,0.4327001968065617,0.5028410512961167,10000.0,-0.6098358063221586,-0.681180683900956,-0.5372204691597149,-0.36827440628885605,-0.41141127035751796,-0.3246375392620956
strict,unsw_nb15_v2,rf_5class_cw,c3,1000,411,True,0.5501573483813061,0.8275500972822921,0.5008397903529777,0.599030804353374,10000.0,0.8013697278010138,0.8528285772515722,10000.0,-0.0526440986852974,-0.07569674854437951,-0.02991219842972223,-0.009166429140900267,-0.022056201310149726,0.003572310343292336
strict,unsw_nb15_v2,rf_5class_cw,scts,1000,411,True,0.4482407121358605,0.7774858620532966,0.39979000301918455,0.49632200962894313,10000.0,0.748255198655802,0.805998907619886,10000.0,-0.15456073493074307,-0.1824715206975667,-0.1266047557203307,-0.05923066436989577,-0.07774785908509974,-0.04109754188209102
strict,unsw_nb15_v2,rf_5class_cw,scts_c1c2,1000,411,True,0.3262849304475831,0.6755563266536957,0.27779216613812285,0.3723118396638653,10000.0,0.6422184549101331,0.707318414722086,10000.0,-0.27651651661902044,-0.3199871786347227,-0.23487716005881684,-0.1611601997694967,-0.1923255305606472,-0.13094313930350224
strict,unsw_nb15_v2,rf_5class_cw,scts_c1c3,1000,411,True,0.5643914145847384,0.8218866568351654,0.5164957235416778,0.6111928559664724,10000.0,0.7952521487204995,0.8477564054096507,10000.0,-0.03841003248186514,-0.056111408421913825,-0.020983144085765845,-0.014829869588027011,-0.027044131900106,-0.0030430704167772583
strict,unsw_nb15_v2,rf_5class_smote,c1,1000,408,True,0.6299706851679591,0.8574601715686274,0.5878809427288165,0.6707472041240623,10000.0,0.8340638672322209,0.8799345870458751,10000.0,,,,,,
strict,unsw_nb15_v2,rf_5class_smote,c2,1000,408,True,-0.04690098887888019,0.46215470985691576,-0.10836586576752331,0.014253845200590363,10000.0,0.42680946098511985,0.49776152476306995,10000.0,-0.6768716740468392,-0.7532952213870688,-0.601521462781146,-0.39530546171171166,-0.43924906567556016,-0.3514984224568008
strict,unsw_nb15_v2,rf_5class_smote,c3,1000,408,True,0.5766982518179845,0.849581428855326,0.5265981531896032,0.6256723268125431,10000.0,0.825080625087645,0.8730034120484359,10000.0,-0.05327243334997456,-0.07713760643489283,-0.030055279878326006,-0.007878742713301468,-0.017374698854087482,0.0008120152904662738
strict,unsw_nb15_v2,rf_5class_smote,scts,1000,408,True,0.48457648783701135,0.8183417792792793,0.42872685876970973,0.5392237965268679,10000.0,0.790990034105644,0.8449069365801075,10000.0,-0.14539419733094772,-0.18098045392587944,-0.10945787237356858,-0.0391183922893481,-0.05518327281075629,-0.02292613284226228
strict,unsw_nb15_v2,rf_5class_smote,scts_c1c2,1000,408,True,0.3901508212759443,0.7369212042925278,0.34222902023885277,0.437372522747124,10000.0,0.706351550549694,0.7669853296817889,10000.0,-0.23981986389201476,-0.2823163218035036,-0.19735402066701,-0.12053896727609958,-0.14877326453398473,-0.09240373021185265
strict,unsw_nb15_v2,rf_5class_smote,scts_c1c3,1000,408,True,0.5813339655298566,0.8484967044250132,0.5313069181511372,0.6302747930642483,10000.0,0.823919651382435,0.8718985698844544,10000.0,-0.048636719638102455,-0.0714137491371796,-0.027037018145610613,-0.008963467143614179,-0.01806603269758532,-0.0007880239652159388
strict,unsw_nb15_v2,xgb_5class_cw,c1,1000,342,True,0.5962997356025136,0.8541788869336462,0.5511953843889964,0.6396793723676667,10000.0,0.830967946448327,0.8764062830521948,10000.0,,,,,,
strict,unsw_nb15_v2,xgb_5class_cw,c2,1000,342,True,0.02450698979640359,0.49881130130290263,-0.03446348437191233,0.08213581558402731,10000.0,0.4632826330225418,0.5337943933207044,10000.0,-0.5717927458061101,-0.6453218547081877,-0.499021460501354,-0.35536758563074355,-0.3979754821085816,-0.31257724212580457
strict,unsw_nb15_v2,xgb_5class_cw,c3,1000,342,True,0.5402350348294053,0.8448737090954336,0.4864578101324851,0.5925407171082344,10000.0,0.8206060334653204,0.8681927812766405,10000.0,-0.05606470077310832,-0.08041643309030719,-0.032842278019909264,-0.009305177838212608,-0.017317487187435015,-0.001953242142716812
strict,unsw_nb15_v2,xgb_5class_cw,scts,1000,342,True,0.4801689438188472,0.8163471622318207,0.4262360970941432,0.5342060886161274,10000.0,0.7887563129482823,0.8426344881449018,10000.0,-0.11613079178366637,-0.1472749156153983,-0.08611406551959412,-0.0378317247018255,-0.051689718358377136,-0.023730179389358355
