dataset,model,noise_rate,seed,test_accuracy,test_macro_f1,test_ece_top,test_recall_Normal,test_recall_DoS,test_recall_Probe,test_recall_R2L,test_recall_U2R,test_tpcr,recall_drop_DoS,halved_DoS,recall_drop_Probe,halved_Probe,recall_drop_R2L,halved_R2L,recall_drop_U2R,halved_U2R
nsl_kdd_v2,rf_5class_cw,0.05,2,0.7752838892831796,0.5446124414745765,0.146392419486413,0.9719905262073937,0.8288203753351207,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.04777324343506033,0.0,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.05,3,0.7767033356990773,0.5674454343054892,0.15259746369987434,0.9719905262073937,0.8317694369973191,0.7059066501445683,0.05025996533795494,0.1791044776119403,0.048482966643009225,-0.002949061662198438,False,-0.00165220983064851,False,-0.00034662045060658564,False,-0.07462686567164178,False
nsl_kdd_v2,rf_5class_cw,0.05,4,0.7546575585521647,0.525578357256123,0.1626346340821822,0.9724024302337555,0.7794906166219839,0.6840148698884758,0.03188908145580589,0.1044776119402985,0.02861071682044003,0.04932975871313672,False,0.020239570425443998,False,0.01802426343154246,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.05,5,0.7767476933995742,0.542908711456563,0.15661710487686048,0.9715786221810319,0.8272117962466488,0.7257331681123502,0.04922010398613518,0.08955223880597014,0.05016855926188787,0.0016085790884718953,False,-0.021478727798430408,False,0.0006932409012131713,False,0.01492537313432836,False
nsl_kdd_v2,rf_5class_cw,0.05,6,0.7758605393896381,0.5698015763886428,0.1456312620443944,0.9720935022139842,0.8306970509383378,0.6840148698884758,0.06447140381282496,0.1791044776119403,0.04821682044002839,-0.0018766756032171372,False,0.020239570425443998,False,-0.014558058925476604,False,-0.07462686567164178,False
nsl_kdd_v2,rf_5class_cw,0.05,7,0.7757718239886444,0.5463418170912842,0.15393796495610923,0.9719905262073937,0.8288203753351207,0.7079719124328789,0.050606585788561524,0.1044776119402985,0.04817246273953158,0.0,False,-0.0037174721189591198,False,-0.0006932409012131713,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.05,8,0.7607789212207239,0.5342864726934942,0.1548360709611768,0.9726083822469365,0.7928954423592494,0.6798843453118546,0.04783362218370884,0.1044776119402985,0.03242547906316537,0.03592493297587129,False,0.024370095002065217,False,0.002079722703639514,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.05,9,0.7752395315826828,0.5473543104079893,0.15680738594092672,0.972299454227165,0.8306970509383378,0.7001239157372986,0.04679376083188908,0.11940298507462686,0.04764017033356991,-0.0018766756032171372,False,0.0041305245766212195,False,0.0031195840554592708,False,-0.01492537313432836,False
nsl_kdd_v2,rf_5class_cw,0.0667,0,0.7778566359119943,0.5438895857756507,0.12633075621397655,0.9715786221810319,0.8306970509383378,0.7236679058240396,0.050606585788561524,0.08955223880597014,0.050833924769339955,-0.0018766756032171372,False,-0.0194134655101198,False,-0.0006932409012131713,False,0.01492537313432836,False
nsl_kdd_v2,rf_5class_cw,0.0667,1,0.7773687012065295,0.5485861108417694,0.14071716705513165,0.9715786221810319,0.8258713136729222,0.7360594795539034,0.04852686308492201,0.1044776119402985,0.04919268985095813,0.002949061662198438,False,-0.03180503923998357,False,0.0013864818024263426,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0667,2,0.778388928317956,0.5727041633967966,0.13371067072848208,0.972299454227165,0.8315013404825737,0.7038413878562577,0.06481802426343154,0.1791044776119403,0.04999112845990064,-0.002680965147453085,False,0.00041305245766209975,False,-0.01490467937608319,False,-0.07462686567164178,False
nsl_kdd_v2,rf_5class_cw,0.0667,3,0.7751064584811923,0.5443401644193901,0.12572857594502243,0.972299454227165,0.8288203753351207,0.701363073110285,0.04991334488734835,0.1044776119402985,0.047462739531582684,0.0,False,0.0028913672036348093,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0667,4,0.77541696238467,0.5646738461226362,0.14132110217951388,0.9719905262073937,0.8323056300268097,0.6976456009913259,0.045753899480069325,0.1791044776119403,0.0468417317246274,-0.0034852546916890326,False,0.006608839322593929,False,0.004159445407279028,False,-0.07462686567164178,False
nsl_kdd_v2,rf_5class_cw,0.0667,5,0.7810947480482612,0.5512799541672265,0.1340015483016898,0.9719905262073937,0.8466487935656837,0.7034283353985956,0.04991334488734835,0.1044776119402985,0.050789567068843154,-0.017828418230563026,False,0.0008261049153241995,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0667,6,0.7670333569907736,0.5325861784242296,0.1409584933846217,0.9720935022139842,0.8296246648793566,0.6266005782734407,0.048180242634315425,0.1044776119402985,0.03921220723917672,-0.0008042895442359477,False,0.07765386204047908,False,0.0017331022530329282,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0667,7,0.775195173882186,0.5443816907020678,0.1361406442384524,0.9719905262073937,0.8306970509383378,0.6976456009913259,0.04991334488734835,0.1044776119402985,0.04764017033356991,-0.0018766756032171372,False,0.006608839322593929,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0667,8,0.7774574166075231,0.5472462428266399,0.13618538238261585,0.9719905262073937,0.8306970509383378,0.7187112763320942,0.04991334488734835,0.1044776119402985,0.04879347054648687,-0.0018766756032171372,False,-0.01445683601817438,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0667,9,0.7759048970901349,0.5449309267950561,0.13579875866311497,0.9719905262073937,0.8306970509383378,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.048394251242015615,-0.0018766756032171372,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0753,0,0.7797196593328601,0.548259759598647,0.1242569452033359,0.9724024302337555,0.8404825737265416,0.7154068566707972,0.04367417677642981,0.1044776119402985,0.04764017033356991,-0.011662198391420908,False,-0.01115241635687736,False,0.0062391681109185415,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0753,1,0.7759048970901349,0.5449309267950561,0.12307842460009062,0.9719905262073937,0.8306970509383378,0.7042544403139198,0.04991334488734835,0.1044776119402985,0.048394251242015615,-0.0018766756032171372,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0753,2,0.7891234918381831,0.5815489483521713,0.14262210896532118,0.9702399340953558,0.8445040214477212,0.7947129285419249,0.045753899480069325,0.1791044776119403,0.060903122782114974,-0.015683646112600536,False,-0.09045848822800506,False,0.004159445407279028,False,-0.07462686567164178,False
nsl_kdd_v2,rf_5class_cw,0.0753,3,0.7759492547906317,0.5450631834236568,0.1274199376758711,0.9719905262073937,0.8306970509383378,0.7042544403139198,0.05025996533795494,0.1044776119402985,0.04843860894251242,-0.0018766756032171372,False,0.0,False,-0.00034662045060658564,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0753,4,0.7797196593328601,0.5495278862882294,0.12393596810333146,0.9715786221810319,0.8288203753351207,0.7538207352333747,0.04436741767764298,0.1044776119402985,0.05167672107877928,0.0,False,-0.049566294919454856,False,0.00554592720970537,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0753,5,0.7755500354861604,0.5154723304856925,0.12263729664881293,0.9720935022139842,0.8301608579088472,0.7042544403139198,0.05025996533795494,0.014925373134328358,0.04732966643009227,-0.0013404825737265424,False,0.0,False,-0.00034662045060658564,False,0.08955223880597014,True
nsl_kdd_v2,rf_5class_cw,0.0753,6,0.7753726046841731,0.5427483067284279,0.12345679259631323,0.9721964782205746,0.8373994638069705,0.6844279223461379,0.04436741767764298,0.1044776119402985,0.04484563520227111,-0.00857908847184985,False,0.019826517967781898,False,0.00554592720970537,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.0753,7,0.7764815471965933,0.5374363977464265,0.13374038556005996,0.972299454227165,0.8343163538873994,0.6997108632796365,0.04852686308492201,0.07462686567164178,0.045998935415188076,-0.005495978552278791,False,0.004543577034283319,False,0.0013864818024263426,False,0.02985074626865672,False
nsl_kdd_v2,rf_5class_cw,0.0753,8,0.7663679914833215,0.5219937449430154,0.130092062680129,0.9721964782205746,0.8288203753351207,0.6266005782734407,0.04540727902946274,0.07462686567164178,0.038946061036195884,0.0,False,0.07765386204047908,False,0.004506065857885613,False,0.02985074626865672,False
nsl_kdd_v2,rf_5class_cw,0.0753,9,0.774263662171753,0.5440491814446783,0.1305962886131286,0.9719905262073937,0.8258713136729222,0.7038413878562577,0.04991334488734835,0.1044776119402985,0.04675301632363378,0.002949061662198438,False,0.00041305245766209975,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.1,0,0.7804293825408091,0.5721363730265357,0.1520685536535625,0.9719905262073937,0.8428954423592493,0.7071458075175547,0.04956672443674177,0.1791044776119403,0.04879347054648687,-0.01407506702412864,False,-0.0028913672036349203,False,0.00034662045060658564,False,-0.07462686567164178,False
nsl_kdd_v2,rf_5class_cw,0.1,1,0.7585166784953868,0.5318069851598858,0.20250118378552417,0.9726083822469365,0.7993297587131367,0.6220570012391574,0.06204506065857886,0.1044776119402985,0.031360894251242014,0.029490616621983934,False,0.0821974390747624,False,-0.012131715771230504,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.1,2,0.7742193044712562,0.54594588352804,0.15219738193253995,0.9724024302337555,0.8302949061662198,0.6964064436183395,0.042634315424610054,0.11940298507462686,0.045555358410220015,-0.0014745308310991634,False,0.00784799669558034,False,0.007279029462738298,False,-0.01492537313432836,False
nsl_kdd_v2,rf_5class_cw,0.1,3,0.7803850248403122,0.5417716147840945,0.13883807793121308,0.9719905262073937,0.8447721179624665,0.7030152829409335,0.05025996533795494,0.07462686567164178,0.05012420156139106,-0.01595174262734589,False,0.0012391573729862992,False,-0.00034662045060658564,False,0.02985074626865672,False
nsl_kdd_v2,rf_5class_cw,0.1,4,0.7763484740951029,0.5367758083278712,0.18015448742624057,0.9719905262073937,0.8317694369973191,0.7059066501445683,0.04991334488734835,0.07462686567164178,0.04803938963804116,-0.002949061662198438,False,-0.00165220983064851,False,0.0,False,0.02985074626865672,False
nsl_kdd_v2,rf_5class_cw,0.1,5,0.7710255500354861,0.5771014251492231,0.16785506876470174,0.9720935022139842,0.8404825737265416,0.6261875258157786,0.048180242634315425,0.2537313432835821,0.03925656493967353,-0.011662198391420908,False,0.07806691449814118,False,0.0017331022530329282,False,-0.1492537313432836,False
nsl_kdd_v2,rf_5class_cw,0.1,6,0.772888573456352,0.5632980634991345,0.14853463404115683,0.9719905262073937,0.8229222520107239,0.6976456009913259,0.05025996533795494,0.1791044776119403,0.04919268985095813,0.0058981233243967646,False,0.006608839322593929,False,-0.00034662045060658564,False,-0.07462686567164178,False
nsl_kdd_v2,rf_5class_cw,0.1,7,0.7751508161816891,0.5438211674004905,0.1836708075566823,0.972299454227165,0.8309651474530831,0.6951672862453532,0.04991334488734835,0.1044776119402985,0.04732966643009227,-0.00214477211796249,False,0.009087154068566639,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.1,8,0.778832505322924,0.5488121291526243,0.09831870679730294,0.9715786221810319,0.8319034852546917,0.7294506402313093,0.04991334488734835,0.1044776119402985,0.0511000709723208,-0.0030831099195710587,False,-0.025196199917389528,False,0.0,False,0.0,False
nsl_kdd_v2,rf_5class_cw,0.1,9,0.7774574166075231,0.5480750691723419,0.15080368558990548,0.9715786221810319,0.8288203753351207,0.7257331681123502,0.05025996533795494,0.1044776119402985,0.05047906316536551,0.0,False,-0.021478727798430408,False,-0.00034662045060658564,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,0,0.7860628105039035,0.5903030968615286,0.1703273356905946,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,1,0.7861071682044003,0.5903641895922969,0.17297636225492358,0.9713726701678509,0.8469168900804289,0.7232548533663775,0.07105719237435008,0.22388059701492538,0.0024396735273243433,0.0,False,-0.00041305245766209975,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,2,0.7861071682044003,0.5903641895922969,0.17240923844222436,0.9713726701678509,0.8469168900804289,0.7232548533663775,0.07105719237435008,0.22388059701492538,0.0024396735273243433,0.0,False,-0.00041305245766209975,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,3,0.7860628105039035,0.5903030968615286,0.17247458329669463,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,4,0.7860628105039035,0.5903030968615286,0.17207295427748207,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,5,0.7860628105039035,0.5903030968615286,0.16945615133955613,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,6,0.7861071682044003,0.5903641895922969,0.1724998944232024,0.9713726701678509,0.8469168900804289,0.7232548533663775,0.07105719237435008,0.22388059701492538,0.0024396735273243433,0.0,False,-0.00041305245766209975,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,7,0.7860628105039035,0.5903030968615286,0.17296628674040743,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,8,0.7861958836053939,0.5904525153765882,0.17176213777563806,0.9713726701678509,0.8473190348525469,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.002528388928317956,-0.00040214477211797384,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.02,9,0.7860628105039035,0.5903030968615286,0.1738733216743201,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.05,0,0.7845990063875089,0.5932715832738826,0.14281697320791897,0.9714756461744414,0.8422252010723861,0.7228418009087154,0.07105719237435008,0.23880597014925373,0.0007097232079489,0.004691689008042843,False,0.0,False,0.0,False,-0.014925373134328346,False
nsl_kdd_v2,xgb_5class_cw,0.05,1,0.785929737402413,0.5930773925805314,0.14445769188681193,0.9712696941612604,0.8463806970509383,0.7232548533663775,0.07105719237435008,0.23880597014925373,0.0021735273243435062,0.0005361930294905948,False,-0.00041305245766209975,False,0.0,False,-0.014925373134328346,False
nsl_kdd_v2,xgb_5class_cw,0.05,2,0.7861071682044003,0.5940070131673143,0.14406865879275882,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.23880597014925373,0.002350958126330731,0.0,False,0.0,False,0.0,False,-0.014925373134328346,False
nsl_kdd_v2,xgb_5class_cw,0.05,3,0.7860628105039035,0.5896049163277305,0.1432244767384268,0.9712696941612604,0.8469168900804289,0.7232548533663775,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,-0.00041305245766209975,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.05,4,0.7845102909865153,0.5895177923641921,0.13866444558878444,0.9714756461744414,0.8420911528150135,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.0007097232079489,0.004825737265415464,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.05,5,0.7857523066004258,0.5831645100029693,0.15016393435023997,0.9714756461744414,0.8469168900804289,0.7236679058240396,0.0682842287694974,0.19402985074626866,0.0029276082327892123,0.0,False,-0.0008261049153241995,False,0.002772963604852685,False,0.02985074626865672,False
nsl_kdd_v2,xgb_5class_cw,0.05,6,0.7860628105039035,0.5896049163277305,0.1431655589392741,0.9712696941612604,0.8469168900804289,0.7232548533663775,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,-0.00041305245766209975,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.05,7,0.7860628105039035,0.5903030968615286,0.14349015649192817,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.05,8,0.7842441447835344,0.5891780778768705,0.14519720440130635,0.9714756461744414,0.8420911528150135,0.7203634861627427,0.07105719237435008,0.22388059701492538,0.0005322924059616749,0.004825737265415464,False,0.0024783147459727095,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.05,9,0.7862845990063875,0.6030692632094695,0.14606492355344583,0.9712696941612604,0.8469168900804289,0.7236679058240396,0.07105719237435008,0.2835820895522388,0.0022178850248403123,0.0,False,-0.0008261049153241995,False,0.0,False,-0.05970149253731341,False
nsl_kdd_v2,xgb_5class_cw,0.0667,0,0.7861958836053939,0.5904623471748992,0.12325717343823049,0.9713726701678509,0.8469168900804289,0.7240809582817018,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,-0.0012391573729864103,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.0667,1,0.7806511710432931,0.5925245097878562,0.12945805420881146,0.9718875502008032,0.8372654155495979,0.7026022304832714,0.0682842287694974,0.2537313432835821,0.005145493257629525,0.009651474530831039,False,0.020239570425443998,False,0.002772963604852685,False,-0.02985074626865672,False
nsl_kdd_v2,xgb_5class_cw,0.0667,2,0.7861958836053939,0.5904525153765882,0.12546879427529561,0.9713726701678509,0.8473190348525469,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.002528388928317956,-0.00040214477211797384,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.0667,3,0.7860628105039035,0.5903030968615286,0.12737206054658692,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.0023953158268275373,0.0,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.0667,4,0.785929737402413,0.5901126140787665,0.1275509520079472,0.9713726701678509,0.8473190348525469,0.7203634861627427,0.07105719237435008,0.22388059701492538,0.002350958126330731,-0.00040214477211797384,False,0.0024783147459727095,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.0667,5,0.7861071682044003,0.5760034014296771,0.12911719258567028,0.9713726701678509,0.8474530831099196,0.7232548533663775,0.07105719237435008,0.16417910447761194,0.0029276082327892123,-0.0005361930294907058,False,-0.00041305245766209975,False,0.0,False,0.05970149253731344,False
nsl_kdd_v2,xgb_5class_cw,0.0667,6,0.7861515259048971,0.5940681058980826,0.13023908613863325,0.9713726701678509,0.8469168900804289,0.7232548533663775,0.07105719237435008,0.23880597014925373,0.0023953158268275373,0.0,False,-0.00041305245766209975,False,0.0,False,-0.014925373134328346,False
nsl_kdd_v2,xgb_5class_cw,0.0667,7,0.7858410220014195,0.5628385575162124,0.12325885743576444,0.9714756461744414,0.8469168900804289,0.7236679058240396,0.0707105719237435,0.11940298507462686,0.0027945351312987934,0.0,False,-0.0008261049153241995,False,0.00034662045060658564,False,0.10447761194029852,False
nsl_kdd_v2,xgb_5class_cw,0.0667,8,0.7863289567068843,0.5897404360110934,0.12986266024101412,0.9712696941612604,0.8477211796246649,0.7232548533663775,0.07105719237435008,0.22388059701492538,0.002661462029808375,-0.0008042895442359477,False,-0.00041305245766209975,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.0667,9,0.7944907735982967,0.6131495018263198,0.12460070573179725,0.9712696941612604,0.8469168900804289,0.7236679058240396,0.1365684575389948,0.22388059701492538,0.01100070972320795,0.0,False,-0.0008261049153241995,False,-0.06551126516464471,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.0753,0,0.7842885024840313,0.5956855855292859,0.1188598807075364,0.9713726701678509,0.8420911528150135,0.7203634861627427,0.07105719237435008,0.2537313432835821,0.00039921930447125623,0.004825737265415464,False,0.0024783147459727095,False,0.0,False,-0.02985074626865672,False
nsl_kdd_v2,xgb_5class_cw,0.0753,1,0.7862845990063875,0.5904545431857297,0.12175177294659188,0.9713726701678509,0.8474530831099196,0.7232548533663775,0.07105719237435008,0.22388059701492538,0.0026171043293115683,-0.0005361930294907058,False,-0.00041305245766209975,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.0753,2,0.7859740951029098,0.5938165303845522,0.11602820213123229,0.9713726701678509,0.8473190348525469,0.7203634861627427,0.07105719237435008,0.23880597014925373,0.0023066004258339248,-0.00040214477211797384,False,0.0024783147459727095,False,0.0,False,-0.014925373134328346,False
nsl_kdd_v2,xgb_5class_cw,0.0753,3,0.7859740951029098,0.5929658315711256,0.11972227664125859,0.9712696941612604,0.8474530831099196,0.7203634861627427,0.07105719237435008,0.23880597014925373,0.0023066004258339248,-0.0005361930294907058,False,0.0024783147459727095,False,0.0,False,-0.014925373134328346,False
nsl_kdd_v2,xgb_5class_cw,0.0753,4,0.7861071682044003,0.5940070131673143,0.11982162468379465,0.9713726701678509,0.8469168900804289,0.7228418009087154,0.07105719237435008,0.23880597014925373,0.002350958126330731,0.0,False,0.0,False,0.0,False,-0.014925373134328346,False
nsl_kdd_v2,xgb_5class_cw,0.0753,5,0.7856635911994322,0.579655806656369,0.11440772366569053,0.9713726701678509,0.8469168900804289,0.7203634861627427,0.07105719237435008,0.1791044776119403,0.0024396735273243433,0.0,False,0.0024783147459727095,False,0.0,False,0.04477611940298509,False
nsl_kdd_v2,xgb_5class_cw,0.0753,6,0.7933374733853797,0.6102445540205214,0.1115113620625197,0.9712696941612604,0.8469168900804289,0.7232548533663775,0.12790294627383014,0.22388059701492538,0.00980305180979418,0.0,False,-0.00041305245766209975,False,-0.05684575389948006,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.0753,7,0.785929737402413,0.5759077242816009,0.12695687846241976,0.9713726701678509,0.8470509383378017,0.7228418009087154,0.07105719237435008,0.16417910447761194,0.002705819730305181,-0.00013404825737273196,False,0.0,False,0.0,False,0.05970149253731344,False
nsl_kdd_v2,xgb_5class_cw,0.0753,8,0.7863289567068843,0.5942610942423594,0.12244659544023798,0.9713726701678509,0.8469168900804289,0.724907063197026,0.07105719237435008,0.23880597014925373,0.00248403122782115,0.0,False,-0.0020652622883106098,False,0.0,False,-0.014925373134328346,False
nsl_kdd_v2,xgb_5class_cw,0.0753,9,0.7861958836053939,0.5904525153765882,0.11866837281414065,0.9713726701678509,0.8473190348525469,0.7228418009087154,0.07105719237435008,0.22388059701492538,0.002528388928317956,-0.00040214477211797384,False,0.0,False,0.0,False,0.0,False
nsl_kdd_v2,xgb_5class_cw,0.1,0,0.7778122782114976,0.5740160104614573,0.13516845291123697,0.9718875502008032,0.8424932975871313,0.6584056175134242,0.07105719237435008,0.19402985074626866,0.009182044002838893,0.004423592493297601,False,0.06443618339529122,False,0.0,False,0.02985074626865672,False
nsl_kdd_v2,xgb_5class_cw,0.1,1,0.7842885024840313,0.5928819941826562,0.17297561851178042,0.9714756461744414,0.8420911528150135,0.7203634861627427,0.07105719237435008,0.23880597014925373,0.0004879347054648687,0.004825737265415464,False,0.0024783147459727095,False,0.0,False,-0.014925373134328346,False
nsl_kdd_v2,xgb_5class_cw,0.1,2,0.7821149751596878,0.5899117726294381,0.16539754399016202,0.9715786221810319,0.8420911528150135,0.7203634861627427,0.05337954939341421,0.2537313432835821,0.0027945351312987934,0.004825737265415464,False,0.0024783147459727095,False,0.017677642980935875,False,-0.02985074626865672,False
nsl_kdd_v2,xgb_5class_cw,0.1,3,0.785486160397445,0.5624836962347362,0.16083734450013795,0.9713726701678509,0.8469168900804289,0.7203634861627427,0.07105719237435008,0.11940298507462686,0.0026171043293115683,0.0,False,0.0024783147459727095,False,0.0,False,0.10447761194029852,False
