dataset,model,rep,method,level,selected_frac_of_window,realised_recall,has_recall_lower_bound
cic_ids2017_v2,dnn_5class_cw,14,dual_threshold_deferral,0.1,0.25616157576363546,0.8947098099640473,False
cic_ids2017_v2,dnn_5class_cw,14,fixed_risk_crc,0.2,0.19832025196220568,0.8007190549563431,False
cic_ids2017_v2,dnn_5class_cw,14,dual_threshold_deferral,0.2,0.19832025196220568,0.8007190549563431,False
cic_ids2017_v2,dnn_5class_cw,14,conformal_selection_fdr,0.05,0.09848522721591761,0.4843348741653826,False
cic_ids2017_v2,dnn_5class_cw,14,conformal_selection_fdr,0.1,0.1527770834374844,0.7259887005649718,False
cic_ids2017_v2,dnn_5class_cw,14,conformal_selection_fdr,0.2,0.17332400139979004,0.7555213148433487,False
cic_ids2017_v2,dnn_5class_cw,15,fixed_risk_crc,0.05,0.2936059591061341,0.9534764826175869,False
cic_ids2017_v2,dnn_5class_cw,15,dual_threshold_deferral,0.05,0.2935059741038844,0.9534764826175869,False
cic_ids2017_v2,dnn_5class_cw,15,fixed_risk_crc,0.1,0.24871269309603558,0.8888036809815951,False
cic_ids2017_v2,dnn_5class_cw,15,dual_threshold_deferral,0.1,0.24871269309603558,0.8888036809815951,False
cic_ids2017_v2,dnn_5class_cw,15,fixed_risk_crc,0.2,0.2006199070139479,0.8003578732106339,False
cic_ids2017_v2,dnn_5class_cw,15,dual_threshold_deferral,0.2,0.2006199070139479,0.8003578732106339,False
cic_ids2017_v2,dnn_5class_cw,15,conformal_selection_fdr,0.05,0.09768534719792031,0.48006134969325154,False
cic_ids2017_v2,dnn_5class_cw,15,conformal_selection_fdr,0.1,0.15812628105784132,0.7374744376278118,False
cic_ids2017_v2,dnn_5class_cw,15,conformal_selection_fdr,0.2,0.18137279408088786,0.7622699386503068,False
cic_ids2017_v2,dnn_5class_cw,16,fixed_risk_crc,0.05,0.2885567164925261,0.9330131445904954,False
cic_ids2017_v2,dnn_5class_cw,16,dual_threshold_deferral,0.05,0.2885567164925261,0.9330131445904954,False
cic_ids2017_v2,dnn_5class_cw,16,fixed_risk_crc,0.1,0.26146078088286756,0.8956016177957533,False
cic_ids2017_v2,dnn_5class_cw,16,dual_threshold_deferral,0.1,0.26146078088286756,0.8956016177957533,False
cic_ids2017_v2,dnn_5class_cw,16,fixed_risk_crc,0.2,0.19492076188571714,0.7694641051567239,False
cic_ids2017_v2,dnn_5class_cw,16,dual_threshold_deferral,0.2,0.19492076188571714,0.7694641051567239,False
cic_ids2017_v2,dnn_5class_cw,16,conformal_selection_fdr,0.05,0.09803529470579413,0.4769969666329626,False
cic_ids2017_v2,dnn_5class_cw,16,conformal_selection_fdr,0.1,0.15622656601509774,0.7275025278058646,False
cic_ids2017_v2,dnn_5class_cw,16,conformal_selection_fdr,0.2,0.1795230715392691,0.7585945399393327,False
cic_ids2017_v2,dnn_5class_cw,17,fixed_risk_crc,0.05,0.2931060340948858,0.9502137289414131,False
cic_ids2017_v2,dnn_5class_cw,17,dual_threshold_deferral,0.05,0.2931060340948858,0.9502137289414131,False
cic_ids2017_v2,dnn_5class_cw,17,fixed_risk_crc,0.1,0.263110533419987,0.897661553935127,False
cic_ids2017_v2,dnn_5class_cw,17,dual_threshold_deferral,0.1,0.2632605109233615,0.8979129997485542,False
cic_ids2017_v2,dnn_5class_cw,17,fixed_risk_crc,0.2,0.20256961455781633,0.7995976866985165,False
cic_ids2017_v2,dnn_5class_cw,17,dual_threshold_deferral,0.2,0.20256961455781633,0.7995976866985165,False
cic_ids2017_v2,dnn_5class_cw,17,conformal_selection_fdr,0.05,0.10498425236214567,0.5001257229067136,False
cic_ids2017_v2,dnn_5class_cw,17,conformal_selection_fdr,0.1,0.16232565115232714,0.7470455116922303,False
cic_ids2017_v2,dnn_5class_cw,17,conformal_selection_fdr,0.2,0.18377243413487976,0.7736987679155142,False
cic_ids2017_v2,dnn_5class_cw,18,fixed_risk_crc,0.05,0.2917062440633905,0.9527820316488004,False
cic_ids2017_v2,dnn_5class_cw,18,dual_threshold_deferral,0.05,0.291556266560016,0.9525267993874426,False
cic_ids2017_v2,dnn_5class_cw,18,fixed_risk_crc,0.1,0.2605109233614958,0.9017355793772333,False
cic_ids2017_v2,dnn_5class_cw,18,dual_threshold_deferral,0.1,0.26061090836374545,0.902246043899949,False
cic_ids2017_v2,dnn_5class_cw,18,fixed_risk_crc,0.2,0.1970704394340849,0.7912200102092904,False
cic_ids2017_v2,dnn_5class_cw,18,dual_threshold_deferral,0.2,0.1970704394340849,0.7912200102092904,False
cic_ids2017_v2,dnn_5class_cw,18,conformal_selection_fdr,0.05,0.09678548217767335,0.4765186319550791,False
cic_ids2017_v2,dnn_5class_cw,18,conformal_selection_fdr,0.1,0.15402689596560515,0.7281776416539051,False
cic_ids2017_v2,dnn_5class_cw,18,conformal_selection_fdr,0.2,0.17767334899765036,0.763910158244002,False
cic_ids2017_v2,dnn_5class_cw,19,fixed_risk_crc,0.05,0.2962555616657501,0.9532428355957768,False
cic_ids2017_v2,dnn_5class_cw,19,dual_threshold_deferral,0.05,0.29640553916912465,0.9534942182001006,False
cic_ids2017_v2,dnn_5class_cw,19,fixed_risk_crc,0.1,0.2643603459481078,0.900201106083459,False
cic_ids2017_v2,dnn_5class_cw,19,dual_threshold_deferral,0.1,0.2644103384492326,0.900201106083459,False
cic_ids2017_v2,dnn_5class_cw,19,fixed_risk_crc,0.2,0.20356946458031294,0.8071895424836601,False
cic_ids2017_v2,dnn_5class_cw,19,dual_threshold_deferral,0.2,0.20356946458031294,0.8071895424836601,False
cic_ids2017_v2,dnn_5class_cw,19,conformal_selection_fdr,0.05,0.0997350397440384,0.48114630467571645,False
cic_ids2017_v2,dnn_5class_cw,19,conformal_selection_fdr,0.1,0.15852622106683997,0.7337858220211161,False
cic_ids2017_v2,dnn_5class_cw,19,conformal_selection_fdr,0.2,0.1791731240313953,0.761437908496732,False
cic_ids2017_v2,rf_5class_smote,0,fixed_risk_crc,0.05,0.1854221866719992,0.9437372708757638,False
cic_ids2017_v2,rf_5class_smote,0,dual_threshold_deferral,0.05,0.1854221866719992,0.9437372708757638,False
cic_ids2017_v2,rf_5class_smote,0,fixed_risk_crc,0.1,0.17627355896615507,0.8971486761710794,False
cic_ids2017_v2,rf_5class_smote,0,dual_threshold_deferral,0.1,0.17627355896615507,0.8971486761710794,False
cic_ids2017_v2,rf_5class_smote,0,fixed_risk_crc,0.2,0.15547667849822527,0.7914969450101833,False
cic_ids2017_v2,rf_5class_smote,0,dual_threshold_deferral,0.2,0.15547667849822527,0.7914969450101833,False
cic_ids2017_v2,rf_5class_smote,0,conformal_selection_fdr,0.05,0.2052692096185572,0.9994908350305499,False
cic_ids2017_v2,rf_5class_smote,0,conformal_selection_fdr,0.1,0.21381792731090338,0.9994908350305499,False
cic_ids2017_v2,rf_5class_smote,0,conformal_selection_fdr,0.2,0.22866570014497825,0.9997454175152749,False
cic_ids2017_v2,rf_5class_smote,1,fixed_risk_crc,0.05,0.18392241163825426,0.950556562257313,False
cic_ids2017_v2,rf_5class_smote,1,dual_threshold_deferral,0.05,0.18392241163825426,0.950556562257313,False
cic_ids2017_v2,rf_5class_smote,1,fixed_risk_crc,0.1,0.17267409888516722,0.8923116748640952,False
cic_ids2017_v2,rf_5class_smote,1,dual_threshold_deferral,0.1,0.17267409888516722,0.8923116748640952,False
cic_ids2017_v2,rf_5class_smote,1,fixed_risk_crc,0.2,0.15227715842623607,0.7869531452239192,False
cic_ids2017_v2,rf_5class_smote,1,dual_threshold_deferral,0.2,0.15227715842623607,0.7869531452239192,False
cic_ids2017_v2,rf_5class_smote,1,conformal_selection_fdr,0.05,0.20176973453981903,0.9994822676676158,False
cic_ids2017_v2,rf_5class_smote,1,conformal_selection_fdr,0.1,0.21006848972654102,0.9994822676676158,False
cic_ids2017_v2,rf_5class_smote,1,conformal_selection_fdr,0.2,0.22736589511573263,0.9997411338338079,False
cic_ids2017_v2,rf_5class_smote,2,fixed_risk_crc,0.05,0.18287256911463282,0.947886958776251,False
cic_ids2017_v2,rf_5class_smote,2,dual_threshold_deferral,0.05,0.18287256911463282,0.947886958776251,False
cic_ids2017_v2,rf_5class_smote,2,fixed_risk_crc,0.1,0.17377393390991352,0.9007000259268861,False
cic_ids2017_v2,rf_5class_smote,2,dual_threshold_deferral,0.1,0.17377393390991352,0.9007000259268861,False
cic_ids2017_v2,rf_5class_smote,2,fixed_risk_crc,0.2,0.15467679848022797,0.8016593207155821,False
cic_ids2017_v2,rf_5class_smote,2,dual_threshold_deferral,0.2,0.15467679848022797,0.8016593207155821,False
cic_ids2017_v2,rf_5class_smote,2,conformal_selection_fdr,0.05,0.202369644553317,0.9989629245527613,False
cic_ids2017_v2,rf_5class_smote,2,conformal_selection_fdr,0.1,0.2101684747287907,0.9989629245527613,False
cic_ids2017_v2,rf_5class_smote,2,conformal_selection_fdr,0.2,0.22551617257411388,0.9994814622763806,False
cic_ids2017_v2,rf_5class_smote,3,fixed_risk_crc,0.05,0.18907163925411188,0.9576357179096905,False
cic_ids2017_v2,rf_5class_smote,3,dual_threshold_deferral,0.05,0.18907163925411188,0.9576357179096905,False
cic_ids2017_v2,rf_5class_smote,3,fixed_risk_crc,0.1,0.17882317652352148,0.9056316590563166,False
cic_ids2017_v2,rf_5class_smote,3,dual_threshold_deferral,0.1,0.17882317652352148,0.9056316590563166,False
cic_ids2017_v2,rf_5class_smote,3,fixed_risk_crc,0.2,0.15752637104434336,0.7980720446473871,False
cic_ids2017_v2,rf_5class_smote,3,dual_threshold_deferral,0.2,0.15752637104434336,0.7980720446473871,False
cic_ids2017_v2,rf_5class_smote,3,conformal_selection_fdr,0.05,0.20501924711293307,0.9989852866565195,False
cic_ids2017_v2,rf_5class_smote,3,conformal_selection_fdr,0.1,0.21361795730640404,0.9989852866565195,False
cic_ids2017_v2,rf_5class_smote,3,conformal_selection_fdr,0.2,0.23016547517872318,0.9994926433282597,False
cic_ids2017_v2,rf_5class_smote,4,fixed_risk_crc,0.05,0.18812178173274008,0.9540375825292027,False
cic_ids2017_v2,rf_5class_smote,4,dual_threshold_deferral,0.05,0.18812178173274008,0.9540375825292027,False
cic_ids2017_v2,rf_5class_smote,4,fixed_risk_crc,0.1,0.17782332650102484,0.9017267648552565,False
cic_ids2017_v2,rf_5class_smote,4,dual_threshold_deferral,0.1,0.17782332650102484,0.9017267648552565,False
cic_ids2017_v2,rf_5class_smote,4,fixed_risk_crc,0.2,0.1572764085387192,0.797613001523616,False
cic_ids2017_v2,rf_5class_smote,4,dual_threshold_deferral,0.2,0.1572764085387192,0.797613001523616,False
cic_ids2017_v2,rf_5class_smote,4,conformal_selection_fdr,0.05,0.2058691196320552,0.999746063991874,False
cic_ids2017_v2,rf_5class_smote,4,conformal_selection_fdr,0.1,0.21386791981202818,0.999746063991874,False
cic_ids2017_v2,rf_5class_smote,4,conformal_selection_fdr,0.2,0.22991551267309904,0.999746063991874,False
cic_ids2017_v2,rf_5class_smote,5,fixed_risk_crc,0.05,0.18692196170574413,0.9567221510883482,False
cic_ids2017_v2,rf_5class_smote,5,dual_threshold_deferral,0.05,0.18692196170574413,0.9567221510883482,False
cic_ids2017_v2,rf_5class_smote,5,fixed_risk_crc,0.1,0.17722341648752687,0.9070422535211268,False
cic_ids2017_v2,rf_5class_smote,5,dual_threshold_deferral,0.1,0.17722341648752687,0.9070422535211268,False
cic_ids2017_v2,rf_5class_smote,5,fixed_risk_crc,0.2,0.15577663350497425,0.7971830985915493,False
cic_ids2017_v2,rf_5class_smote,5,dual_threshold_deferral,0.2,0.15577663350497425,0.7971830985915493,False
cic_ids2017_v2,rf_5class_smote,5,conformal_selection_fdr,0.05,0.20321951707243913,0.9992317541613316,False
cic_ids2017_v2,rf_5class_smote,5,conformal_selection_fdr,0.1,0.21351797230415437,0.9992317541613316,False
cic_ids2017_v2,rf_5class_smote,5,conformal_selection_fdr,0.2,0.22831575263710444,0.9994878361075544,False
cic_ids2017_v2,rf_5class_smote,6,fixed_risk_crc,0.05,0.18892166175073738,0.9542235710672736,False
cic_ids2017_v2,rf_5class_smote,6,dual_threshold_deferral,0.05,0.18987151927210918,0.9590288315629742,False
cic_ids2017_v2,rf_5class_smote,6,fixed_risk_crc,0.1,0.17912313153027046,0.9046535154274152,False
cic_ids2017_v2,rf_5class_smote,6,dual_threshold_deferral,0.1,0.17912313153027046,0.9046535154274152,False
cic_ids2017_v2,rf_5class_smote,6,fixed_risk_crc,0.2,0.15962605609158625,0.8065250379362671,False
cic_ids2017_v2,rf_5class_smote,6,dual_threshold_deferral,0.2,0.15972604109383592,0.8070308548305514,False
cic_ids2017_v2,rf_5class_smote,6,conformal_selection_fdr,0.05,0.20596910463430484,0.9992412746585736,False
cic_ids2017_v2,rf_5class_smote,6,conformal_selection_fdr,0.1,0.21486776983452482,0.9992412746585736,False
cic_ids2017_v2,rf_5class_smote,6,conformal_selection_fdr,0.2,0.23101534769784532,0.9997470915528579,False
cic_ids2017_v2,rf_5class_smote,7,fixed_risk_crc,0.05,0.1865720141978703,0.950293143002804,False
cic_ids2017_v2,rf_5class_smote,7,dual_threshold_deferral,0.05,0.1865720141978703,0.950293143002804,False
cic_ids2017_v2,rf_5class_smote,7,fixed_risk_crc,0.1,0.17752337149427586,0.9041549834310477,False
cic_ids2017_v2,rf_5class_smote,7,dual_threshold_deferral,0.1,0.17752337149427586,0.9041549834310477,False
cic_ids2017_v2,rf_5class_smote,7,fixed_risk_crc,0.2,0.15687646852972054,0.7991333163395361,False
cic_ids2017_v2,rf_5class_smote,7,dual_threshold_deferral,0.2,0.1569764535319702,0.799643130257456,False
cic_ids2017_v2,rf_5class_smote,7,conformal_selection_fdr,0.05,0.20521921711743238,0.9994901860820801,False
cic_ids2017_v2,rf_5class_smote,7,conformal_selection_fdr,0.1,0.21351797230415437,0.9994901860820801,False
cic_ids2017_v2,rf_5class_smote,7,conformal_selection_fdr,0.2,0.22981552767084937,0.99974509304104,False
cic_ids2017_v2,rf_5class_smote,8,fixed_risk_crc,0.05,0.18672199170124482,0.9477024625539477,False
cic_ids2017_v2,rf_5class_smote,8,dual_threshold_deferral,0.05,0.18672199170124482,0.9477024625539477,False
cic_ids2017_v2,rf_5class_smote,8,fixed_risk_crc,0.1,0.1775733639954007,0.9012439705509012,False
cic_ids2017_v2,rf_5class_smote,8,dual_threshold_deferral,0.1,0.17762335649652553,0.9014978420919015,False
cic_ids2017_v2,rf_5class_smote,8,fixed_risk_crc,0.2,0.1572764085387192,0.7984259964457985,False
cic_ids2017_v2,rf_5class_smote,8,dual_threshold_deferral,0.2,0.15732640103984402,0.7986798679867987,False
cic_ids2017_v2,rf_5class_smote,8,conformal_selection_fdr,0.05,0.20646902964555316,0.9994922569179995,False
cic_ids2017_v2,rf_5class_smote,8,conformal_selection_fdr,0.1,0.21466779983002549,0.9994922569179995,False
cic_ids2017_v2,rf_5class_smote,8,conformal_selection_fdr,0.2,0.23541468779683047,1.0,False
cic_ids2017_v2,rf_5class_smote,9,fixed_risk_crc,0.05,0.18752187171924212,0.9502916560994167,False
cic_ids2017_v2,rf_5class_smote,9,dual_threshold_deferral,0.05,0.18752187171924212,0.9502916560994167,False
cic_ids2017_v2,rf_5class_smote,9,fixed_risk_crc,0.1,0.1779233115032745,0.9015977681968045,False
cic_ids2017_v2,rf_5class_smote,9,dual_threshold_deferral,0.1,0.17812328150777385,0.9026122241947756,False
cic_ids2017_v2,rf_5class_smote,9,fixed_risk_crc,0.2,0.15917612358146277,0.8069997463860005,False
cic_ids2017_v2,rf_5class_smote,9,dual_threshold_deferral,0.2,0.15917612358146277,0.8069997463860005,False
cic_ids2017_v2,rf_5class_smote,9,conformal_selection_fdr,0.05,0.2057191421286807,0.9992391580015216,False
cic_ids2017_v2,rf_5class_smote,9,conformal_selection_fdr,0.1,0.21511773234014897,0.9992391580015216,False
cic_ids2017_v2,rf_5class_smote,9,conformal_selection_fdr,0.2,0.2340148977653352,0.9994927720010145,False
cic_ids2017_v2,rf_5class_smote,10,fixed_risk_crc,0.05,0.18522221666749988,0.9489481785531042,False
cic_ids2017_v2,rf_5class_smote,10,dual_threshold_deferral,0.05,0.18527220916862472,0.9492047203694202,False
cic_ids2017_v2,rf_5class_smote,10,fixed_risk_crc,0.1,0.1769734539819027,0.9066187788609543,False
cic_ids2017_v2,rf_5class_smote,10,dual_threshold_deferral,0.1,0.1769734539819027,0.9066187788609543,False
cic_ids2017_v2,rf_5class_smote,10,fixed_risk_crc,0.2,0.15722641603759435,0.8055413032324269,False
cic_ids2017_v2,rf_5class_smote,10,dual_threshold_deferral,0.2,0.15722641603759435,0.8055413032324269,False
cic_ids2017_v2,rf_5class_smote,10,conformal_selection_fdr,0.05,0.20376943458481228,0.9994869163673679,False
cic_ids2017_v2,rf_5class_smote,10,conformal_selection_fdr,0.1,0.2133679948007799,0.9994869163673679,False
cic_ids2017_v2,rf_5class_smote,10,conformal_selection_fdr,0.2,0.22926561015847624,0.9997434581836839,False
cic_ids2017_v2,rf_5class_smote,11,fixed_risk_crc,0.05,0.18447232915062742,0.9554634904194718,False
cic_ids2017_v2,rf_5class_smote,11,dual_threshold_deferral,0.05,0.18447232915062742,0.9554634904194718,False
cic_ids2017_v2,rf_5class_smote,11,fixed_risk_crc,0.1,0.17447382892566116,0.9036768513723459,False
cic_ids2017_v2,rf_5class_smote,11,dual_threshold_deferral,0.1,0.17447382892566116,0.9036768513723459,False
cic_ids2017_v2,rf_5class_smote,11,fixed_risk_crc,0.2,0.1544268359746038,0.7998446400828586,False
cic_ids2017_v2,rf_5class_smote,11,dual_threshold_deferral,0.2,0.1544268359746038,0.7998446400828586,False
cic_ids2017_v2,rf_5class_smote,11,conformal_selection_fdr,0.05,0.20181972704094386,0.9997410668047644,False
cic_ids2017_v2,rf_5class_smote,11,conformal_selection_fdr,0.1,0.20896865470179474,0.9997410668047644,False
cic_ids2017_v2,rf_5class_smote,11,conformal_selection_fdr,0.2,0.22606609008648704,0.9997410668047644,False
cic_ids2017_v2,rf_5class_smote,12,fixed_risk_crc,0.05,0.1895715642653602,0.9534356909136672,False
cic_ids2017_v2,rf_5class_smote,12,dual_threshold_deferral,0.05,0.1895715642653602,0.9534356909136672,False
cic_ids2017_v2,rf_5class_smote,12,fixed_risk_crc,0.1,0.1791731240313953,0.9010823055625472,False
cic_ids2017_v2,rf_5class_smote,12,dual_threshold_deferral,0.1,0.1791731240313953,0.9010823055625472,False
cic_ids2017_v2,rf_5class_smote,12,fixed_risk_crc,0.2,0.15912613108033796,0.8004027183488548,False
cic_ids2017_v2,rf_5class_smote,12,dual_threshold_deferral,0.2,0.15927610858371244,0.8011578152529575,False
cic_ids2017_v2,rf_5class_smote,12,conformal_selection_fdr,0.05,0.20766884967254912,0.9989932041278631,False
cic_ids2017_v2,rf_5class_smote,12,conformal_selection_fdr,0.1,0.2164175373693946,0.9989932041278631,False
cic_ids2017_v2,rf_5class_smote,12,conformal_selection_fdr,0.2,0.23461480777883317,0.9994966020639315,False
cic_ids2017_v2,rf_5class_smote,13,fixed_risk_crc,0.05,0.19047142928560715,0.9577252138902869,False
cic_ids2017_v2,rf_5class_smote,13,dual_threshold_deferral,0.05,0.19047142928560715,0.9577252138902869,False
cic_ids2017_v2,rf_5class_smote,13,fixed_risk_crc,0.1,0.1801229815527671,0.9056366381479618,False
cic_ids2017_v2,rf_5class_smote,13,dual_threshold_deferral,0.1,0.1801229815527671,0.9056366381479618,False
cic_ids2017_v2,rf_5class_smote,13,fixed_risk_crc,0.2,0.15992601109833526,0.8039758429793659,False
cic_ids2017_v2,rf_5class_smote,13,dual_threshold_deferral,0.2,0.15992601109833526,0.8039758429793659,False
cic_ids2017_v2,rf_5class_smote,13,conformal_selection_fdr,0.05,0.20776883467479879,0.9997483643683945,False
cic_ids2017_v2,rf_5class_smote,13,conformal_selection_fdr,0.1,0.21606758986152078,0.9997483643683945,False
cic_ids2017_v2,rf_5class_smote,13,conformal_selection_fdr,0.2,0.23181522771584262,1.0,False
cic_ids2017_v2,rf_5class_smote,14,fixed_risk_crc,0.05,0.18582212668099785,0.9532614278376991,False
cic_ids2017_v2,rf_5class_smote,14,dual_threshold_deferral,0.05,0.18592211168324752,0.9537750385208013,False
cic_ids2017_v2,rf_5class_smote,14,fixed_risk_crc,0.1,0.1747237914312853,0.8962506420133539,False
cic_ids2017_v2,rf_5class_smote,14,dual_threshold_deferral,0.1,0.17477378393241014,0.896507447354905,False
cic_ids2017_v2,rf_5class_smote,14,fixed_risk_crc,0.2,0.15652652102184672,0.803030303030303,False
cic_ids2017_v2,rf_5class_smote,14,dual_threshold_deferral,0.2,0.15657651352297156,0.8032871083718541,False
cic_ids2017_v2,rf_5class_smote,14,conformal_selection_fdr,0.05,0.20381942708593712,0.9997431946584489,False
cic_ids2017_v2,rf_5class_smote,14,conformal_selection_fdr,0.1,0.2119682047692846,0.9997431946584489,False
cic_ids2017_v2,rf_5class_smote,14,conformal_selection_fdr,0.2,0.23011548267759835,0.9997431946584489,False
cic_ids2017_v2,rf_5class_smote,15,fixed_risk_crc,0.05,0.18537219417087436,0.9473415132924335,False
cic_ids2017_v2,rf_5class_smote,15,dual_threshold_deferral,0.05,0.18537219417087436,0.9473415132924335,False
cic_ids2017_v2,rf_5class_smote,15,fixed_risk_crc,0.1,0.17592361145828125,0.8990286298568507,False
cic_ids2017_v2,rf_5class_smote,15,dual_threshold_deferral,0.1,0.17592361145828125,0.8990286298568507,False
cic_ids2017_v2,rf_5class_smote,15,fixed_risk_crc,0.2,0.15482677598360245,0.7911554192229039,False
cic_ids2017_v2,rf_5class_smote,15,dual_threshold_deferral,0.2,0.15597660350947357,0.7970347648261759,False
cic_ids2017_v2,rf_5class_smote,15,conformal_selection_fdr,0.05,0.20441933709943508,0.9992331288343558,False
cic_ids2017_v2,rf_5class_smote,15,conformal_selection_fdr,0.1,0.21316802479628055,0.9992331288343558,False
cic_ids2017_v2,rf_5class_smote,15,conformal_selection_fdr,0.2,0.22836574513822927,0.9994887525562373,False
cic_ids2017_v2,rf_5class_smote,16,fixed_risk_crc,0.05,0.18742188671699245,0.9466632962588474,False
cic_ids2017_v2,rf_5class_smote,16,dual_threshold_deferral,0.05,0.18867169924511323,0.9529828109201214,False
cic_ids2017_v2,rf_5class_smote,16,fixed_risk_crc,0.1,0.1777733339999,0.897876643073812,False
cic_ids2017_v2,rf_5class_smote,16,dual_threshold_deferral,0.1,0.1777733339999,0.897876643073812,False
cic_ids2017_v2,rf_5class_smote,16,fixed_risk_crc,0.2,0.1580762885567165,0.7985338725985844,False
cic_ids2017_v2,rf_5class_smote,16,dual_threshold_deferral,0.2,0.1580762885567165,0.7985338725985844,False
cic_ids2017_v2,rf_5class_smote,16,conformal_selection_fdr,0.05,0.2071689246613008,0.999747219413549,False
cic_ids2017_v2,rf_5class_smote,16,conformal_selection_fdr,0.1,0.21586761985702144,0.999747219413549,False
cic_ids2017_v2,rf_5class_smote,16,conformal_selection_fdr,0.2,0.23166525021246814,0.999747219413549,False
cic_ids2017_v2,rf_5class_smote,17,fixed_risk_crc,0.05,0.1895715642653602,0.9519738496354035,False
cic_ids2017_v2,rf_5class_smote,17,dual_threshold_deferral,0.05,0.1895715642653602,0.9519738496354035,False
cic_ids2017_v2,rf_5class_smote,17,fixed_risk_crc,0.1,0.18042293655951608,0.9059592657782248,False
cic_ids2017_v2,rf_5class_smote,17,dual_threshold_deferral,0.1,0.18042293655951608,0.9059592657782248,False
cic_ids2017_v2,rf_5class_smote,17,fixed_risk_crc,0.2,0.16022596610508424,0.8046266029670606,False
cic_ids2017_v2,rf_5class_smote,17,dual_threshold_deferral,0.2,0.16022596610508424,0.8046266029670606,False
cic_ids2017_v2,rf_5class_smote,17,conformal_selection_fdr,0.05,0.20681897715342698,0.9992456625597184,False
cic_ids2017_v2,rf_5class_smote,17,conformal_selection_fdr,0.1,0.21696745488176775,0.9992456625597184,False
cic_ids2017_v2,rf_5class_smote,17,conformal_selection_fdr,0.2,0.23281507773833926,0.9994971083731455,False
cic_ids2017_v2,rf_5class_smote,18,fixed_risk_crc,0.05,0.18682197670349449,0.9525267993874426,False
cic_ids2017_v2,rf_5class_smote,18,dual_threshold_deferral,0.05,0.18682197670349449,0.9525267993874426,False
cic_ids2017_v2,rf_5class_smote,18,fixed_risk_crc,0.1,0.17592361145828125,0.8968861664114344,False
cic_ids2017_v2,rf_5class_smote,18,dual_threshold_deferral,0.1,0.17592361145828125,0.8968861664114344,False
cic_ids2017_v2,rf_5class_smote,18,fixed_risk_crc,0.2,0.15707643853421988,0.801174068402246,False
cic_ids2017_v2,rf_5class_smote,18,dual_threshold_deferral,0.2,0.15707643853421988,0.801174068402246,False
cic_ids2017_v2,rf_5class_smote,18,conformal_selection_fdr,0.05,0.20456931460280958,0.9994895354772844,False
cic_ids2017_v2,rf_5class_smote,18,conformal_selection_fdr,0.1,0.21386791981202818,0.9994895354772844,False
cic_ids2017_v2,rf_5class_smote,18,conformal_selection_fdr,0.2,0.23311503274508824,0.9997447677386422,False
cic_ids2017_v2,rf_5class_smote,19,fixed_risk_crc,0.05,0.18992151177323402,0.9537456008044244,False
cic_ids2017_v2,rf_5class_smote,19,dual_threshold_deferral,0.05,0.18992151177323402,0.9537456008044244,False
cic_ids2017_v2,rf_5class_smote,19,fixed_risk_crc,0.1,0.17962305654151878,0.9019607843137255,False
cic_ids2017_v2,rf_5class_smote,19,dual_threshold_deferral,0.1,0.17962305654151878,0.9019607843137255,False
cic_ids2017_v2,rf_5class_smote,19,fixed_risk_crc,0.2,0.15797630355446682,0.7933634992458521,False
cic_ids2017_v2,rf_5class_smote,19,dual_threshold_deferral,0.2,0.15797630355446682,0.7933634992458521,False
cic_ids2017_v2,rf_5class_smote,19,conformal_selection_fdr,0.05,0.20801879718042293,0.9997486173956762,False
cic_ids2017_v2,rf_5class_smote,19,conformal_selection_fdr,0.1,0.21631755236714492,0.9997486173956762,False
cic_ids2017_v2,rf_5class_smote,19,conformal_selection_fdr,0.2,0.23556466530020498,0.9997486173956762,False
cic_ids2017_v2,xgb_5class_smote,0,fixed_risk_crc,0.05,0.1879718042293656,0.9557026476578412,False
cic_ids2017_v2,xgb_5class_smote,0,dual_threshold_deferral,0.05,0.18802179673049044,0.9559572301425662,False
cic_ids2017_v2,xgb_5class_smote,0,fixed_risk_crc,0.1,0.17657351397290408,0.8991853360488798,False
cic_ids2017_v2,xgb_5class_smote,0,dual_threshold_deferral,0.1,0.17672349147627855,0.899949083503055,False
cic_ids2017_v2,xgb_5class_smote,0,fixed_risk_crc,0.2,0.1566265060240964,0.7976069246435845,False
cic_ids2017_v2,xgb_5class_smote,0,dual_threshold_deferral,0.2,0.1566265060240964,0.7976069246435845,False
cic_ids2017_v2,xgb_5class_smote,0,conformal_selection_fdr,0.05,0.2042693595960606,0.9997454175152749,False
cic_ids2017_v2,xgb_5class_smote,0,conformal_selection_fdr,0.1,0.2124181372794081,0.9997454175152749,False
cic_ids2017_v2,xgb_5class_smote,0,conformal_selection_fdr,0.2,0.23071539269109634,1.0,False
cic_ids2017_v2,xgb_5class_smote,1,fixed_risk_crc,0.05,0.18282257661350798,0.9453792389334714,False
cic_ids2017_v2,xgb_5class_smote,1,dual_threshold_deferral,0.05,0.1830225466180073,0.9464147035982398,False
cic_ids2017_v2,xgb_5class_smote,1,fixed_risk_crc,0.1,0.17347397890316452,0.8974889981879368,False
cic_ids2017_v2,xgb_5class_smote,1,dual_threshold_deferral,0.1,0.17347397890316452,0.8974889981879368,False
cic_ids2017_v2,xgb_5class_smote,1,fixed_risk_crc,0.2,0.15687646852972054,0.8118042971783588,False
cic_ids2017_v2,xgb_5class_smote,1,dual_threshold_deferral,0.2,0.15687646852972054,0.8118042971783588,False
