dataset,exchangeability,model,score,budget_frac,scope,n,bound_three_stage,bound_two_stage,bound_calibration_only,empirical_recall_at_k,empirical_recall_at_tau,n_selected_at_tau,k,n_attacks_dep,violation_rate_three_stage,violation_rate_two_stage,violation_rate_calibration_only
nsl_kdd_v2,non-exchangeable by construction,rf_5class_smote,uncalibrated,0.2,DoS,200,0.816400714684152,0.8252993631370102,0.8319123019739346,0.506208091461771,0.5202117055490528,2314.825,2254.0,3723.0,0.74,0.74,0.74
nsl_kdd_v2,non-exchangeable by construction,rf_5class_smote,uncalibrated,0.2,Probe,200,0.7494033872052708,0.760215200051445,0.7762177290548764,0.2890752175597608,0.2960732957104433,2314.825,2254.0,1207.5,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,rf_5class_smote,uncalibrated,0.2,R2L,200,0.4325743323021575,0.4482986600680042,0.4687460936242222,0.0,0.0,2314.825,2254.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,rf_5class_smote,uncalibrated,0.2,all_attacks,200,0.8028473658643845,0.8115366303296908,0.817258384973792,0.3485907933761902,0.3579589801914811,2314.825,2254.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.01,DoS,200,0.0085755359006838,0.014576224999885009,0.018089567123850167,0.022814371624201402,0.01643087942442544,81.695,113.0,3723.0,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.01,Probe,200,0.004479012244288337,0.009410055290532692,0.01485484206431701,0.018021413458169676,0.012967855336551776,81.695,113.0,1207.5,0.0,0.015,0.315
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.01,R2L,200,0.0010387654023569085,0.003382150028222936,0.005874545260593874,0.0016164003168504955,0.001346602484870231,81.695,113.0,1445.0,0.21,0.49,0.665
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.01,all_attacks,200,0.009609076429205311,0.015721270830569015,0.018437651758135155,0.017077276865794827,0.012355084184753291,81.695,113.0,6405.0,0.0,0.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.02,DoS,200,0.02361288560037452,0.032923834387911834,0.03799895082027156,0.045398356327990594,0.03073226529554538,152.04,225.0,3723.0,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.02,Probe,200,0.016523293139842705,0.025176572703396283,0.03343429843161549,0.03672919428706875,0.024470442390844394,152.04,225.0,1207.5,0.0,0.045,0.345
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.02,R2L,200,0.006202849243474781,0.01133873100159142,0.016120676080911275,0.0027358259873680123,0.001986713467879589,152.04,225.0,1445.0,0.61,0.795,0.895
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.02,all_attacks,200,0.025260921571665925,0.03458762597931892,0.03849895221781064,0.033981912365128646,0.022977211910138132,152.04,225.0,6405.0,0.0,0.87,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.05,DoS,200,0.07649910044680515,0.09236090267575146,0.10040339070997512,0.11431000198137543,0.07511705548819697,371.155,564.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.05,Probe,200,0.06271003037960303,0.07789191357204285,0.0913437163015082,0.09281018514176952,0.06098266603653894,371.155,564.0,1207.5,0.0,0.065,0.465
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.05,R2L,200,0.03512790194779749,0.049364729504982545,0.05918722133508116,0.0055565477895792885,0.003928489044084699,371.155,564.0,1445.0,0.975,0.995,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.05,all_attacks,200,0.07901135113556974,0.09462183851180933,0.1007667842574471,0.085259578816769,0.05610883975834085,371.155,564.0,6405.0,0.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.1,DoS,200,0.17184773044513704,0.1945926208458879,0.20543593137128716,0.22884211725500778,0.15284150149115272,754.105,1127.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.1,Probe,200,0.15137132493665725,0.17495691871219307,0.1935083381603413,0.1852790221699932,0.12443793481271256,754.105,1127.0,1207.5,0.005,0.25,0.715
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.1,R2L,200,0.10562775265535956,0.1294380304955967,0.14440301573030653,0.01014982446402019,0.007230239574265011,754.105,1127.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.1,all_attacks,200,0.17518043640965061,0.1976482629860534,0.20593031185179708,0.17031898717505406,0.1140087505608374,754.105,1127.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.2,DoS,200,0.3742582937331022,0.40539102955438844,0.41867547120569165,0.45775288128556324,0.312033256333071,1537.445,2254.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.2,Probe,200,0.3460317166752879,0.37889743101359313,0.40203037378438755,0.37127200069485444,0.2531576530105563,1537.445,2254.0,1207.5,0.075,0.625,0.98
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.2,R2L,200,0.27123113596396436,0.30638046176675876,0.32650611307403615,0.01959350714685529,0.01392913450750913,1537.445,2254.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,calibrated_attack_prob,0.2,all_attacks,200,0.3779126318606945,0.4084884525690041,0.4186168226103177,0.34059727023734465,0.23234300975621325,1537.445,2254.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.01,DoS,200,0.0,0.0,4.1262134029001975e-06,0.0,0.0,57.955,113.0,3723.0,0.0,0.0,0.31
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.01,Probe,200,0.0,0.0021989724529328214,0.0044886018500382135,0.0,1.2376237623762e-05,57.955,113.0,1207.5,0.0,0.52,0.955
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.01,R2L,200,0.6688184574330377,0.9626255407265459,0.9701546326296513,0.06601165828354288,0.028327767710441654,57.955,113.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.01,all_attacks,200,0.00904982864258479,0.014018712290546126,0.01660008857450612,0.017037357487501494,0.008469148478663289,57.955,113.0,6405.0,0.0,0.0,0.23
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.02,DoS,200,0.0,0.0,7.731985170039928e-06,0.0,0.0015416911747592672,538.39,225.0,3723.0,0.0,0.0,0.395
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.02,Probe,200,0.04139532194940714,0.08464966657401521,0.09856665632820481,0.0008068280030199066,0.14149242275711407,538.39,225.0,1207.5,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.02,R2L,200,0.9575597834778801,0.9629313838772322,0.9704312679914123,0.13884516690063328,0.21931106847518378,538.39,225.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.02,all_attacks,200,0.023322716506649997,0.03258307586951258,0.03639427660891776,0.03416277747783861,0.08029917000238486,538.39,225.0,6405.0,0.0,0.005,0.995
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.05,DoS,200,0.0,0.0,7.731985170039928e-06,0.0015564968148492014,0.0015846237260201375,929.02,564.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.05,Probe,200,0.3112583348142774,0.3907298652623893,0.4140241014412004,0.16210371408608562,0.43887705266017085,929.02,564.0,1207.5,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.05,R2L,200,0.9575597834778801,0.9629313838772322,0.9704312679914123,0.2193178976110894,0.2193280837453046,929.02,564.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.05,all_attacks,200,0.07694676163534005,0.09253696125039665,0.09862348254100407,0.08418238465138671,0.13635215866386374,929.02,564.0,6405.0,0.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.1,DoS,200,0.0,0.0,2.5072694761990922e-05,0.001742589675342599,0.001616873002048542,1110.025,1127.0,3723.0,0.0,0.0,0.01
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.1,Probe,200,0.832682593648746,0.960255292044565,0.9682071758247686,0.5665196840417448,0.5537722713785292,1110.025,1127.0,1207.5,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.1,R2L,200,0.9575597834778801,0.9629313838772322,0.9704312679914123,0.21938735873966736,0.2193280837453046,1110.025,1127.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.1,all_attacks,200,0.17307839210266976,0.19525817883044755,0.20350689840073052,0.16047583790433376,0.15801402810349702,1110.025,1127.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.2,DoS,200,0.20293547535863624,0.24052037462785322,0.2521869165183249,0.1941300002629963,0.47235970936368665,3314.525,2254.0,3723.0,0.795,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.2,Probe,200,0.9928222795002811,0.9936915746930189,0.996626279453677,0.7951694995529698,0.801723464951582,3314.525,2254.0,1207.5,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.2,R2L,200,0.9575597834778801,0.9629313838772322,0.9704312679914123,0.2838875511530609,0.28405359050577295,3314.525,2254.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,rare_weighted,0.2,all_attacks,200,0.37134930527653187,0.40189859075506545,0.41200455445991985,0.3305130127599138,0.49344757301488135,3314.525,2254.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.01,DoS,200,0.011750284788511313,0.019480495572248124,0.023497230629196158,0.02952311801720692,0.006885649595528695,28.715,113.0,3723.0,0.0,0.005,0.02
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.01,Probe,200,0.0,0.0,3.0223835499180005e-05,0.001780023510341785,0.001780023510341785,28.715,113.0,1207.5,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.01,R2L,200,0.0,0.0,2.5436381038418e-05,0.0003790338249017355,0.0003790338249017355,28.715,113.0,1445.0,0.0,0.0,0.015
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.01,all_attacks,200,0.009623116428216004,0.015731408337372882,0.018450351858193634,0.017594437991223247,0.004442066788133853,28.715,113.0,6405.0,0.0,0.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.02,DoS,200,0.03155813985023494,0.04341493222834805,0.04917368840228007,0.059600633882832744,0.015603277720358237,61.175,225.0,3723.0,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.02,Probe,200,0.0,0.0,3.0223835499180005e-05,0.0017881780943948356,0.001780023510341785,61.175,225.0,1207.5,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.02,R2L,200,0.0,0.0,2.5436381038418e-05,0.0003790338249017355,0.0003790338249017355,61.175,225.0,1445.0,0.0,0.0,0.015
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.02,all_attacks,200,0.025331043924921633,0.034627425166238034,0.038540347343757476,0.03507185756497009,0.00950754356346884,61.175,225.0,6405.0,0.0,0.06,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.05,DoS,200,0.09979654903650266,0.1198129457888707,0.1287887505774736,0.135789742093861,0.05544510141179956,209.53,564.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.05,Probe,200,0.0,0.0,3.0223835499180005e-05,0.03387313842681941,0.001780023510341785,209.53,564.0,1207.5,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.05,R2L,200,0.0,0.0,2.5436381038418e-05,0.0003790338249017355,0.0003790338249017355,209.53,564.0,1445.0,0.0,0.0,0.015
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.05,all_attacks,200,0.07903553230977879,0.09465383910413752,0.10079996702286953,0.08538706940487799,0.03265721613132749,209.53,564.0,6405.0,0.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.1,DoS,200,0.2184677867501772,0.2472801398577137,0.2590482514076249,0.2692963616918884,0.09592304881433009,375.165,1127.0,3723.0,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.1,Probe,200,0.004107935561126828,0.005264009574345194,0.00957735334679772,0.08281588328470231,0.01156794087452049,375.165,1127.0,1207.5,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.1,R2L,200,0.007218765032369009,0.010603666548904593,0.01547015149416932,0.0003790338249017355,0.0003790338249017355,375.165,1127.0,1445.0,0.915,0.955,0.98
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.1,all_attacks,200,0.17522804717750481,0.1978557836371517,0.20614269475325128,0.17217650013575705,0.058022606592191286,375.165,1127.0,6405.0,0.96,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.2,DoS,200,0.46260926923322215,0.49709519769198524,0.5105689393169823,0.4615640230393964,0.12477040910997655,509.655,2254.0,3723.0,0.56,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.2,Probe,200,0.05128487182867913,0.06989234851189735,0.08268816932816486,0.3901148111977307,0.026041109837605103,509.655,2254.0,1207.5,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.2,R2L,200,0.01127150229602896,0.013467600960356478,0.01893641586371636,0.0003790338249017355,0.0003790338249017355,509.655,2254.0,1445.0,0.975,0.975,0.985
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_cw,uncalibrated,0.2,all_attacks,200,0.3779930300238631,0.4085704504636371,0.4186993465701935,0.3417866891612193,0.0775108792858437,509.655,2254.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.01,DoS,200,0.008504164096406704,0.014488735373697452,0.017983562113573836,0.02079588983080344,0.01467618868359959,82.5,113.0,3723.0,0.0,0.015,0.09
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.01,Probe,200,0.004661885111593355,0.009620952252730205,0.015117051918186419,0.019512970665941622,0.01450997523413054,82.5,113.0,1207.5,0.0,0.005,0.195
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.01,R2L,200,0.001187663103802934,0.0037523633923822247,0.006323408681271015,0.005673292448678852,0.005242642162349731,82.5,113.0,1445.0,0.085,0.29,0.43
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.01,all_attacks,200,0.009608297946492645,0.015718940574840724,0.01843766384850596,0.017088968507130483,0.012490733860062246,82.5,113.0,6405.0,0.0,0.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.02,DoS,200,0.023503856018939867,0.03278521566056445,0.03785304350428586,0.04300359617052165,0.029330491418152995,155.9,225.0,3723.0,0.0,0.0,0.02
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.02,Probe,200,0.016788045858093868,0.0255117007987086,0.033801334569335484,0.03866225215731141,0.02679150486139405,155.9,225.0,1207.5,0.0,0.025,0.24
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.02,R2L,200,0.006602256833227074,0.011941003706585853,0.016870534737855464,0.007408041741187235,0.006323895986682891,155.9,225.0,1445.0,0.415,0.62,0.745
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.02,all_attacks,200,0.025264017617606136,0.03458916211950007,0.03850057144285703,0.034018595164534274,0.02357468420532931,155.9,225.0,6405.0,0.0,0.84,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.05,DoS,200,0.07619032593102062,0.09201319954430807,0.10003116653311712,0.11037451619576806,0.07471045467028645,384.41,564.0,3723.0,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.05,Probe,200,0.06351354578555694,0.07885254176281521,0.09236026728633481,0.09628723851030127,0.06575725164722669,384.41,564.0,1207.5,0.0,0.05,0.375
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.05,R2L,200,0.03685366070130714,0.051625812038878734,0.06164935149230299,0.012663124544412405,0.009853961838243983,384.41,564.0,1445.0,0.91,0.98,0.995
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.05,all_attacks,200,0.07901681865424658,0.0946288824958649,0.10077425955996708,0.08528847031053624,0.05813626412982566,384.41,564.0,6405.0,0.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.1,DoS,200,0.17123465696275542,0.19396498602808113,0.20479333799550234,0.22257800834979755,0.15430413517217267,784.66,1127.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.1,Probe,200,0.15304511436896656,0.1766553499908419,0.19528152952725178,0.19098030309070427,0.13361725573133476,784.66,1127.0,1207.5,0.005,0.155,0.59
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.1,R2L,200,0.10977903426618757,0.1340507413943265,0.1492275477226864,0.02095651795590351,0.015896228807988768,784.66,1127.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.1,all_attacks,200,0.175192943474432,0.19765921677237608,0.20594299150508655,0.17031117545123092,0.11863206589187557,784.66,1127.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.2,DoS,200,0.37303698193825796,0.4040527382445784,0.41733453407588145,0.4466349382106048,0.31740342929692206,1604.465,2254.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.2,Probe,200,0.34947705906183407,0.3826880999869177,0.40587962446789455,0.38182554674296826,0.2717278709914146,1604.465,2254.0,1207.5,0.045,0.485,0.93
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.2,R2L,200,0.2807189492659506,0.317331505618844,0.33764950659741205,0.03802762156900876,0.02855648014054997,1604.465,2254.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,calibrated_attack_prob,0.2,all_attacks,200,0.37794624718337944,0.40852127422909285,0.4186525627729604,0.34054965051337294,0.24245108653833655,1604.465,2254.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.01,DoS,200,0.0,0.0,0.0,0.0,0.0,68.1,113.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.01,Probe,200,0.0,0.00248895214808724,0.005134044114318119,0.0004263057532665985,0.0004263057532665985,68.1,113.0,1207.5,0.0,0.545,0.885
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.01,R2L,200,0.6697361595243899,0.9625519081879764,0.9700883369994858,0.06431807712140479,0.03352049714062336,68.1,113.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.01,all_attacks,200,0.009042022875919457,0.014132726389089441,0.016724830088433045,0.017167634198697754,0.010203536968734992,68.1,113.0,6405.0,0.0,0.0,0.175
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.02,DoS,200,0.0,0.0,0.0,0.0,0.0022236622582581024,591.805,225.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.02,Probe,200,0.04272121311873109,0.08615388323826174,0.10014050296349686,0.0005002845024812045,0.16525948896872575,591.805,225.0,1207.5,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.02,R2L,200,0.9575597834778801,0.9629313838772322,0.9704312679914123,0.13904932579975335,0.23583994845785564,591.805,225.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.02,all_attacks,200,0.02354607457043957,0.03281500805786802,0.036637978119100766,0.03450072157974904,0.08936262648290265,591.805,225.0,6405.0,0.0,0.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.05,DoS,200,0.0,0.0,0.0,0.002206112157333514,0.0022398471173970674,925.895,564.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.05,Probe,200,0.31288726631657054,0.39238293194986185,0.4156843183070808,0.14364794263739714,0.41006141795137485,925.895,564.0,1207.5,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.05,R2L,200,0.9575597834778801,0.9629313838772322,0.9704312679914123,0.23583994845785564,0.23584691001204866,925.895,564.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.05,all_attacks,200,0.07718495055483765,0.09277751317637337,0.0988721931126128,0.08525969303661722,0.13548346760967622,925.895,564.0,6405.0,0.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.1,DoS,200,0.0,1.21203966869525e-05,4.977309595142222e-05,0.0022692984315028654,0.0022559414874307954,1143.795,1127.0,3723.0,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.1,Probe,200,0.8345347593577505,0.9620607244782575,0.9697899495436202,0.543860687661901,0.5574422098589022,1143.795,1127.0,1207.5,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.1,R2L,200,0.9575597834778801,0.9629313838772322,0.9704312679914123,0.23586431562816806,0.2358538358708264,1143.795,1127.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.1,all_attacks,200,0.1733181282115302,0.19548954752746375,0.20374181682769169,0.16067531450542957,0.1632552347945713,1143.795,1127.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.2,DoS,200,0.2055884684780451,0.24319875935340057,0.25490589484997134,0.1914060698250577,0.4357830131639844,3173.865,2254.0,3723.0,0.965,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.2,Probe,200,0.9909002823953511,0.9918683379130383,0.9953159008316917,0.805555954333625,0.8082933828477755,3173.865,2254.0,1207.5,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.2,R2L,200,0.9575597834778801,0.9629313838772322,0.9704312679914123,0.2790286470242711,0.2790599792670495,3173.865,2254.0,1445.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,rare_weighted,0.2,all_attacks,200,0.37331582533662305,0.40387685358686587,0.41399177000858367,0.33002485964956935,0.47254042996263834,3173.865,2254.0,6405.0,1.0,1.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.01,DoS,200,0.011806620980818945,0.019704744080818702,0.023725037098905312,0.029609361576590807,0.00980550939512919,39.36,113.0,3723.0,0.0,0.01,0.015
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.01,Probe,200,0.0,0.0,0.00010568517391612612,0.0010566256286676226,0.0010891724146725045,39.36,113.0,1207.5,0.0,0.0,0.505
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.01,R2L,200,3.5063113604485e-06,7.0126227208975e-06,3.9278120589969006e-05,0.00084917578681724,0.00088300528614065,39.36,113.0,1445.0,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.01,all_attacks,200,0.009712079072653763,0.015999115983472187,0.01873888975931394,0.017610080786552643,0.006115687265064407,39.36,113.0,6405.0,0.0,0.0,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.02,DoS,200,0.03160241788886494,0.043425555424337334,0.049192364213505396,0.059657409733506445,0.023532827520837366,90.47,225.0,3723.0,0.0,0.005,0.01
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.02,Probe,200,0.0,0.0,0.00011298752356795998,0.001109656879880614,0.0010891724146725045,90.47,225.0,1207.5,0.0,0.0,0.5
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.02,R2L,200,3.5063113604485e-06,7.0126227208975e-06,3.9278120589969006e-05,0.00088300528614065,0.00088300528614065,90.47,225.0,1445.0,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.02,all_attacks,200,0.025471594701860004,0.03475536776266432,0.03867510213099137,0.03508672804025006,0.014091274651211304,90.47,225.0,6405.0,0.0,0.16,1.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.05,DoS,200,0.09971984850165766,0.1196945893027838,0.1286572026946896,0.13844360824932195,0.0492888821345844,186.38,564.0,3723.0,0.0,0.0,0.005
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.05,Probe,200,0.0,0.0,0.00011298752356795998,0.02864160402740122,0.0010891724146725045,186.38,564.0,1207.5,0.0,0.0,0.0
nsl_kdd_v2,non-exchangeable by construction,xgb_5class_smote,uncalibrated,0.05,R2L,200,3.5063113604485e-06,7.0126227208975e-06,3.9278120589969006e-05,0.00088300528614065,0.00088300528614065,186.38,564.0,1445.0,0.0,0.0,0.005
